species,production_system,group,age_group,sex,year,ahle_component,cause,mean,sd,lower95,upper95,region,disease,disease_proportion,exchg_rate_lcuperusdol,mean_usd,lower95_usd,upper95_usd,sd_usd
All Poultry,Small holder,Adult,Adult,Overall,2017,Mortality,External,1719895.995617805,4444859.272927171,-6992028.179319449,10431820.170555059,National,Cause C,0.15,23.8661044574125,72064.37894742507,-292968.9758040012,437097.73369885137,186241.50752623793
All Poultry,Small holder,Adult,Adult,Overall,2017,Mortality,External,1146597.33041187,2963239.5152847804,-4661352.1195463,6954546.78037004,National,Cause D,0.1,23.8661044574125,48042.91929828338,-195312.65053600085,291398.4891325676,124161.00501749195
All Poultry,Small holder,Adult,Adult,Overall,2017,Mortality,Infectious,15341394.4176767,39315623.1826346,-61717227.02028711,92400015.85564052,National,Pathogen A,0.5,23.8661044574125,642810.9977081686,-2585978.249211867,3871600.2446282045,1647341.4525102223
All Poultry,Small holder,Adult,Adult,Overall,2017,Mortality,Infectious,7670697.20883835,19657811.5913173,-30858613.510143556,46200007.92782026,National,Pathogen B,0.25,23.8661044574125,321405.4988540843,-1292989.1246059334,1935800.1223141022,823670.7262551112
All Poultry,Small holder,Adult,Adult,Overall,2017,Mortality,Infectious,4602418.32530301,11794686.95479038,-18515168.106086135,27720004.756692156,National,Pathogen C,0.15,23.8661044574125,192843.29931245057,-775793.4747635601,1161480.0733884613,494202.4357530667
All Poultry,Small holder,Adult,Adult,Overall,2017,Mortality,Infectious,3068278.8835353404,7863124.636526921,-12343445.404057425,18480003.171128105,National,Pathogen D,0.1,23.8661044574125,128562.19954163374,-517195.6498423735,774320.048925641,329468.2905020445
All Poultry,Small holder,Adult,Adult,Overall,2017,Mortality,Non-infectious,5511562.6071965,14327229.44117345,-22569807.09750346,33592932.31189646,National,Condition A,0.5,23.8661044574125,230936.83416292432,-945684.5853405948,1407558.2536664433,600317.0507671016
All Poultry,Small holder,Adult,Adult,Overall,2017,Mortality,Non-infectious,2755781.30359825,7163614.720586725,-11284903.54875173,16796466.15594823,National,Condition B,0.25,23.8661044574125,115468.41708146216,-472842.2926702974,703779.1268332216,300158.5253835508
All Poultry,Small holder,Adult,Adult,Overall,2017,Mortality,Non-infectious,1653468.7821589499,4298168.832352035,-6770942.129251037,10077879.693568937,National,Condition C,0.15,23.8661044574125,69281.05024887729,-283705.3756021784,422267.476099933,180095.11523013047
All Poultry,Small holder,Adult,Adult,Overall,2017,Mortality,Non-infectious,1102312.5214393,2865445.88823469,-4513961.419500692,6718586.462379292,National,Condition D,0.1,23.8661044574125,46187.36683258486,-189136.91706811893,281511.65073328867,120063.41015342031
All Poultry,Small holder,Adult,Adult,Overall,2017,Production loss,External,4759028.61481703,14747917.3660333,-24146889.422608238,33664946.652242295,National,Cause A,0.5,23.8661044574125,199405.33752834293,-1011765.0103181598,1410575.6853748455,617944.055023726
All Poultry,Small holder,Adult,Adult,Overall,2017,Production loss,External,2379514.307408515,7373958.68301665,-12073444.711304119,16832473.326121148,National,Cause B,0.25,23.8661044574125,99702.66876417147,-505882.5051590799,705287.8426874228,308972.027511863
All Poultry,Small holder,Adult,Adult,Overall,2017,Production loss,External,1427708.584445109,4424375.209809991,-7244066.826782473,10099483.995672692,National,Cause C,0.15,23.8661044574125,59821.60125850288,-303529.503095448,423172.7056124538,185383.2165071178
All Poultry,Small holder,Adult,Adult,Overall,2017,Production loss,External,951805.722963406,2949583.4732066602,-4829377.884521648,6732989.33044846,National,Cause D,0.1,23.8661044574125,39881.067505668594,-202353.00206363198,282115.1370749691,123588.81100474519
All Poultry,Small holder,Adult,Adult,Overall,2017,Production loss,Infectious,14109325.58474695,43170235.01040845,-70504335.03565362,98722986.2051475,National,Pathogen A,0.5,23.8661044574125,591186.7858419926,-2954161.839082871,4136535.410766856,1808851.3392473795
All Poultry,Small holder,Adult,Adult,Overall,2017,Production loss,Infectious,7054662.792373475,21585117.505204227,-35252167.51782681,49361493.10257375,National,Pathogen B,0.25,23.8661044574125,295593.3929209963,-1477080.9195414355,2068267.705383428,904425.6696236897
All Poultry,Small holder,Adult,Adult,Overall,2017,Production loss,Infectious,4232797.675424085,12951070.503122536,-21151300.510696087,29616895.861544255,National,Pathogen C,0.15,23.8661044574125,177356.0357525978,-886248.5517248614,1240960.6232300568,542655.4017742139
All Poultry,Small holder,Adult,Adult,Overall,2017,Production loss,Infectious,2821865.11694939,8634047.002081692,-14100867.007130727,19744597.24102951,National,Pathogen D,0.1,23.8661044574125,118237.35716839854,-590832.3678165743,827307.0821533714,361770.26784947596
All Poultry,Small holder,Adult,Adult,Overall,2017,Production loss,Non-infectious,11231614.71885055,35158806.40486375,-57679645.834682405,80142875.27238351,National,Condition A,0.5,23.8661044574125,470609.46787074656,-2416801.868005227,3358020.8037467203,1473169.048916313
All Poultry,Small holder,Adult,Adult,Overall,2017,Production loss,Non-infectious,5615807.359425275,17579403.202431876,-28839822.917341202,40071437.636191756,National,Condition B,0.25,23.8661044574125,235304.73393537328,-1208400.9340026134,1679010.4018733602,736584.5244581565
All Poultry,Small holder,Adult,Adult,Overall,2017,Production loss,Non-infectious,3369484.4156551645,10547641.921459125,-17303893.75040472,24042862.58171505,National,Condition C,0.15,23.8661044574125,141182.84036122396,-725040.560401568,1007406.241124016,441950.7146748939
All Poultry,Small holder,Adult,Adult,Overall,2017,Production loss,Non-infectious,2246322.94377011,7031761.280972751,-11535929.166936481,16028575.054476703,National,Condition D,0.1,23.8661044574125,94121.89357414932,-483360.3736010454,671604.160749344,294633.8097832626
All Poultry,Small holder,Adult,Adult,Overall,2018,Health cost,External,-98674.24026067015,4401.1228344566125,-107300.4410162051,-90048.0395051352,National,Cause A,0.5,27.4293865941667,-3597.3914298781588,-3911.8789859859376,-3282.90387377038,160.45283474886682
All Poultry,Small holder,Adult,Adult,Overall,2018,Health cost,External,-49337.120130335075,2200.5614172283063,-53650.22050810255,-45024.0197525676,National,Cause B,0.25,27.4293865941667,-1798.6957149390794,-1955.9394929929688,-1641.45193688519,80.22641737443341
All Poultry,Small holder,Adult,Adult,Overall,2018,Health cost,External,-29602.272078201044,1320.3368503369836,-32190.13230486153,-27014.411851540557,National,Cause C,0.15,27.4293865941667,-1079.2174289634477,-1173.5636957957813,-984.871162131114,48.13585042466004
All Poultry,Small holder,Adult,Adult,Overall,2018,Health cost,External,-19734.84805213403,880.2245668913225,-21460.088203241023,-18009.60790102704,National,Cause D,0.1,27.4293865941667,-719.4782859756318,-782.3757971971876,-656.5807747540761,32.09056694977336
All Poultry,Small holder,Adult,Adult,Overall,2018,Health cost,Infectious,-98674.24026067015,4401.1228344566125,-107300.4410162051,-90048.0395051352,National,Pathogen A,0.5,27.4293865941667,-3597.3914298781588,-3911.8789859859376,-3282.90387377038,160.45283474886682
All Poultry,Small holder,Adult,Adult,Overall,2018,Health cost,Infectious,-49337.120130335075,2200.5614172283063,-53650.22050810255,-45024.0197525676,National,Pathogen B,0.25,27.4293865941667,-1798.6957149390794,-1955.9394929929688,-1641.45193688519,80.22641737443341
All Poultry,Small holder,Adult,Adult,Overall,2018,Health cost,Infectious,-29602.272078201044,1320.3368503369836,-32190.13230486153,-27014.411851540557,National,Pathogen C,0.15,27.4293865941667,-1079.2174289634477,-1173.5636957957813,-984.871162131114,48.13585042466004
All Poultry,Small holder,Adult,Adult,Overall,2018,Health cost,Infectious,-19734.84805213403,880.2245668913225,-21460.088203241023,-18009.60790102704,National,Pathogen D,0.1,27.4293865941667,-719.4782859756318,-782.3757971971876,-656.5807747540761,32.09056694977336
All Poultry,Small holder,Adult,Adult,Overall,2018,Health cost,Non-infectious,-98674.24026067015,4401.1228344566125,-107300.4410162051,-90048.0395051352,National,Condition A,0.5,27.4293865941667,-3597.3914298781588,-3911.8789859859376,-3282.90387377038,160.45283474886682
All Poultry,Small holder,Adult,Adult,Overall,2018,Health cost,Non-infectious,-49337.120130335075,2200.5614172283063,-53650.22050810255,-45024.0197525676,National,Condition B,0.25,27.4293865941667,-1798.6957149390794,-1955.9394929929688,-1641.45193688519,80.22641737443341
All Poultry,Small holder,Adult,Adult,Overall,2018,Health cost,Non-infectious,-29602.272078201044,1320.3368503369836,-32190.13230486153,-27014.411851540557,National,Condition C,0.15,27.4293865941667,-1079.2174289634477,-1173.5636957957813,-984.871162131114,48.13585042466004
All Poultry,Small holder,Adult,Adult,Overall,2018,Health cost,Non-infectious,-19734.84805213403,880.2245668913225,-21460.088203241023,-18009.60790102704,National,Condition D,0.1,27.4293865941667,-719.4782859756318,-782.3757971971876,-656.5807747540761,32.09056694977336
All Poultry,Small holder,Adult,Adult,Overall,2018,Mortality,External,6019635.98466235,15557007.4552451,-24472098.627618045,36511370.596942745,National,Cause A,0.5,27.4293865941667,219459.37303397525,-892185.4137570262,1331104.1598249767,567165.7075464294
All Poultry,Small holder,Adult,Adult,Overall,2018,Mortality,External,3009817.992331175,7778503.72762255,-12236049.313809022,18255685.298471373,National,Cause B,0.25,27.4293865941667,109729.68651698763,-446092.7068785131,665552.0799124883,283582.8537732147
All Poultry,Small holder,Adult,Adult,Overall,2018,Mortality,External,1805890.795398705,4667102.236573529,-7341629.588285413,10953411.179082822,National,Cause C,0.15,27.4293865941667,65837.81191019257,-267655.62412710785,399331.2479474929,170149.71226392878
All Poultry,Small holder,Adult,Adult,Overall,2018,Mortality,External,1203927.1969324702,3111401.49104902,-4894419.725523609,7302274.11938855,National,Cause D,0.1,27.4293865941667,43891.874606795056,-178437.08275140522,266220.83196499536,113433.14150928587
All Poultry,Small holder,Adult,Adult,Overall,2018,Mortality,Infectious,16108464.13856055,41281404.34176635,-64803088.3713015,97020016.6484226,National,Pathogen A,0.5,27.4293865941667,587270.3016255666,-2362542.383105385,3537082.986356518,1505006.471801506
All Poultry,Small holder,Adult,Adult,Overall,2018,Mortality,Infectious,8054232.069280275,20640702.170883175,-32401544.18565075,48510008.3242113,National,Pathogen B,0.25,27.4293865941667,293635.1508127833,-1181271.1915526926,1768541.493178259,752503.235900753
All Poultry,Small holder,Adult,Adult,Overall,2018,Mortality,Infectious,4832539.241568165,12384421.302529905,-19440926.511390448,29106004.99452678,National,Pathogen C,0.15,27.4293865941667,176181.09048766995,-708762.7149316154,1061124.8959069555,451501.9415404518
All Poultry,Small holder,Adult,Adult,Overall,2018,Mortality,Infectious,3221692.8277121102,8256280.868353271,-12960617.6742603,19404003.329684522,National,Pathogen D,0.1,27.4293865941667,117454.06032511331,-472508.476621077,707416.5972713038,301001.2943603012
All Poultry,Small holder,Adult,Adult,Overall,2018,Mortality,Non-infectious,5787140.73755635,15043590.9132321,-23698297.452378564,35272578.92749126,National,Condition A,0.5,27.4293865941667,210983.23572380136,-863974.7509854408,1285941.2224330434,548447.9524026746
All Poultry,Small holder,Adult,Adult,Overall,2018,Mortality,Non-infectious,2893570.368778175,7521795.45661605,-11849148.726189282,17636289.46374563,National,Condition B,0.25,27.4293865941667,105491.61786190068,-431987.3754927204,642970.6112165217,274223.9762013373
All Poultry,Small holder,Adult,Adult,Overall,2018,Mortality,Non-infectious,1736142.221266905,4513077.27396963,-7109489.235713569,10581773.67824738,National,Condition C,0.15,27.4293865941667,63294.97071714041,-259192.42529563225,385782.36672991305,164534.38572080238
All Poultry,Small holder,Adult,Adult,Overall,2018,Mortality,Non-infectious,1157428.1475112701,3008718.1826464203,-4739659.490475714,7054515.785498254,National,Condition D,0.1,27.4293865941667,42196.647144760274,-172794.9501970882,257188.24448660875,109689.59048053494
All Poultry,Small holder,Adult,Adult,Overall,2018,Production loss,External,4996980.045557885,15485313.23433495,-25354233.893738613,35348193.984854385,National,Cause A,0.5,27.4293865941667,182176.1499624849,-924345.6395459677,1288697.9394709375,564551.93342268
All Poultry,Small holder,Adult,Adult,Overall,2018,Production loss,External,2498490.0227789427,7742656.617167475,-12677116.946869306,17674096.992427193,National,Cause B,0.25,27.4293865941667,91088.07498124245,-462172.81977298384,644348.9697354687,282275.96671134
All Poultry,Small holder,Adult,Adult,Overall,2018,Production loss,External,1499094.0136673655,4645593.970300484,-7606270.168121584,10604458.195456315,National,Cause C,0.15,27.4293865941667,54652.84498874546,-277303.6918637903,386609.38184128125,169365.58002680397
All Poultry,Small holder,Adult,Adult,Overall,2018,Production loss,External,999396.0091115772,3097062.6468669903,-5070846.778747724,7069638.796970878,National,Cause D,0.1,27.4293865941667,36435.22999249698,-184869.1279091936,257739.58789418754,112910.386684536
All Poultry,Small holder,Adult,Adult,Overall,2018,Production loss,Infectious,14814791.8639843,45328746.7609289,-74029551.78743634,103659135.51540494,National,Pathogen A,0.5,27.4293865941667,540106.5683012723,-2698913.864999807,3779127.0016023517,1652561.4455617752
All Poultry,Small holder,Adult,Adult,Overall,2018,Production loss,Infectious,7407395.93199215,22664373.38046445,-37014775.89371817,51829567.75770247,National,Pathogen B,0.25,27.4293865941667,270053.2841506362,-1349456.9324999035,1889563.5008011758,826280.7227808876
All Poultry,Small holder,Adult,Adult,Overall,2018,Production loss,Infectious,4444437.559195289,13598624.02827867,-22208865.5362309,31097740.654621482,National,Pathogen C,0.15,27.4293865941667,162031.97049038167,-809674.159499942,1133738.1004807055,495768.4336685325
All Poultry,Small holder,Adult,Adult,Overall,2018,Production loss,Infectious,2962958.37279686,9065749.35218578,-14805910.357487269,20731827.103080988,National,Pathogen D,0.1,27.4293865941667,108021.31366025447,-539782.7729999614,755825.4003204703,330512.28911235504
All Poultry,Small holder,Adult,Adult,Overall,2018,Production loss,Non-infectious,11793195.45479305,36916746.72510695,-60563628.126416564,84150019.03600267,National,Condition A,0.5,27.4293865941667,429947.4730981065,-2207983.3217741875,3067878.267970401,1345883.0586083136
All Poultry,Small holder,Adult,Adult,Overall,2018,Production loss,Non-infectious,5896597.727396525,18458373.362553474,-30281814.063208282,42075009.51800133,National,Condition B,0.25,27.4293865941667,214973.73654905325,-1103991.6608870937,1533939.1339852004,672941.5293041568
All Poultry,Small holder,Adult,Adult,Overall,2018,Production loss,Non-infectious,3537958.6364379153,11075024.017532084,-18169088.43792497,25245005.7108008,National,Condition C,0.15,27.4293865941667,128984.24192943196,-662394.9965322564,920363.4803911202,403764.91758249403
All Poultry,Small holder,Adult,Adult,Overall,2018,Production loss,Non-infectious,2358639.09095861,7383349.34502139,-12112725.625283314,16830003.807200536,National,Condition D,0.1,27.4293865941667,85989.4946196213,-441596.66435483756,613575.6535940802,269176.61172166275
All Poultry,Small holder,Adult,Adult,Overall,2019,Health cost,External,-103607.95227370372,4621.178976179443,-112665.46306701543,-94550.44148039201,National,Cause A,0.5,29.06975,-3564.115696684826,-3875.694254921884,-3252.537138447768,158.96865216176417
All Poultry,Small holder,Adult,Adult,Overall,2019,Health cost,External,-51803.97613685186,2310.5894880897217,-56332.731533507715,-47275.220740196004,National,Cause B,0.25,29.06975,-1782.057848342413,-1937.847127460942,-1626.268569223884,79.48432608088208
All Poultry,Small holder,Adult,Adult,Overall,2019,Health cost,External,-31082.385682111115,1386.353692853833,-33799.638920104626,-28365.132444117604,National,Cause C,0.15,29.06975,-1069.2347090054477,-1162.708276476565,-975.7611415343305,47.69059564852925
All Poultry,Small holder,Adult,Adult,Overall,2019,Health cost,External,-20721.590454740744,924.2357952358888,-22533.092613403085,-18910.088296078404,National,Cause D,0.1,29.06975,-712.8231393369653,-775.1388509843767,-650.5074276895538,31.793730432352834
All Poultry,Small holder,Adult,Adult,Overall,2019,Health cost,Infectious,-103607.95227370372,4621.178976179443,-112665.46306701543,-94550.44148039201,National,Pathogen A,0.5,29.06975,-3564.115696684826,-3875.694254921884,-3252.537138447768,158.96865216176417
All Poultry,Small holder,Adult,Adult,Overall,2019,Health cost,Infectious,-51803.97613685186,2310.5894880897217,-56332.731533507715,-47275.220740196004,National,Pathogen B,0.25,29.06975,-1782.057848342413,-1937.847127460942,-1626.268569223884,79.48432608088208
All Poultry,Small holder,Adult,Adult,Overall,2019,Health cost,Infectious,-31082.385682111115,1386.353692853833,-33799.638920104626,-28365.132444117604,National,Pathogen C,0.15,29.06975,-1069.2347090054477,-1162.708276476565,-975.7611415343305,47.69059564852925
All Poultry,Small holder,Adult,Adult,Overall,2019,Health cost,Infectious,-20721.590454740744,924.2357952358888,-22533.092613403085,-18910.088296078404,National,Pathogen D,0.1,29.06975,-712.8231393369653,-775.1388509843767,-650.5074276895538,31.793730432352834
All Poultry,Small holder,Adult,Adult,Overall,2019,Health cost,Non-infectious,-103607.95227370372,4621.178976179443,-112665.46306701543,-94550.44148039201,National,Condition A,0.5,29.06975,-3564.115696684826,-3875.694254921884,-3252.537138447768,158.96865216176417
All Poultry,Small holder,Adult,Adult,Overall,2019,Health cost,Non-infectious,-51803.97613685186,2310.5894880897217,-56332.731533507715,-47275.220740196004,National,Condition B,0.25,29.06975,-1782.057848342413,-1937.847127460942,-1626.268569223884,79.48432608088208
All Poultry,Small holder,Adult,Adult,Overall,2019,Health cost,Non-infectious,-31082.385682111115,1386.353692853833,-33799.638920104626,-28365.132444117604,National,Condition C,0.15,29.06975,-1069.2347090054477,-1162.708276476565,-975.7611415343305,47.69059564852925
All Poultry,Small holder,Adult,Adult,Overall,2019,Health cost,Non-infectious,-20721.590454740744,924.2357952358888,-22533.092613403085,-18910.088296078404,National,Condition D,0.1,29.06975,-712.8231393369653,-775.1388509843767,-650.5074276895538,31.793730432352834
All Poultry,Small holder,Adult,Adult,Overall,2019,Mortality,External,6320617.78389545,16334857.82800735,-25695703.558998957,38336939.12678985,National,Cause A,0.5,29.06975,217429.3822236328,-883932.7327892039,1318791.4972364693,561919.4464351208
All Poultry,Small holder,Adult,Adult,Overall,2019,Mortality,External,3160308.891947725,8167428.914003675,-12847851.779499479,19168469.563394926,National,Cause B,0.25,29.06975,108714.6911118164,-441966.36639460194,659395.7486182346,280959.7232175604
All Poultry,Small holder,Adult,Adult,Overall,2019,Mortality,External,1896185.3351686348,4900457.348402205,-7708711.067699687,11501081.738036957,National,Cause C,0.15,29.06975,65228.814667089835,-265179.8198367611,395637.44917094085,168575.8339305362
All Poultry,Small holder,Adult,Adult,Overall,2019,Mortality,External,1264123.55677909,3266971.5656014704,-5139140.711799792,7667387.825357973,National,Cause D,0.1,29.06975,43485.876444726564,-176786.54655784077,263758.2994472939,112383.88928702417
All Poultry,Small holder,Adult,Adult,Overall,2019,Mortality,Infectious,16913887.34548855,43345474.55885465,-68043242.78986655,101871017.48084365,National,Pathogen A,0.5,29.06975,581838.0737876503,-2340688.956384783,3504365.103960084,1491085.2194757317
All Poultry,Small holder,Adult,Adult,Overall,2019,Mortality,Infectious,8456943.672744274,21672737.279427323,-34021621.394933276,50935508.740421824,National,Pathogen B,0.25,29.06975,290919.03689382516,-1170344.4781923916,1752182.551980042,745542.6097378659
All Poultry,Small holder,Adult,Adult,Overall,2019,Mortality,Infectious,5074166.203646564,13003642.367656393,-20412972.836959966,30561305.24425309,National,Pathogen C,0.15,29.06975,174551.4221362951,-702206.686915435,1051309.5311880251,447325.56584271946
All Poultry,Small holder,Adult,Adult,Overall,2019,Mortality,Infectious,3382777.4690977097,8669094.91177093,-13608648.557973316,20374203.496168736,National,Pathogen D,0.1,29.06975,116367.61475753007,-468137.79127695685,700873.020792017,298217.04389514634
All Poultry,Small holder,Adult,Adult,Overall,2019,Mortality,Non-infectious,6076497.77443415,15795770.45889375,-24883212.3249976,37036207.8738659,National,Condition A,0.5,29.06975,209031.64885952408,-855983.017569728,1274046.3152887763,543374.8298108429
All Poultry,Small holder,Adult,Adult,Overall,2019,Mortality,Non-infectious,3038248.887217075,7897885.229446875,-12441606.1624988,18518103.93693295,National,Condition B,0.25,29.06975,104515.82442976204,-427991.508784864,637023.1576443881,271687.41490542144
All Poultry,Small holder,Adult,Adult,Overall,2019,Mortality,Non-infectious,1822949.332330245,4738731.137668125,-7464963.697499281,11110862.362159772,National,Condition C,0.15,29.06975,62709.49465785723,-256794.90527091842,382213.8945866329,163012.44894325288
All Poultry,Small holder,Adult,Adult,Overall,2019,Mortality,Non-infectious,1215299.55488683,3159154.09177875,-4976642.46499952,7407241.57477318,National,Condition D,0.1,29.06975,41806.32977190482,-171196.60351394562,254809.26305775525,108674.96596216859
All Poultry,Small holder,Adult,Adult,Overall,2019,Production loss,External,5246829.0478358,16259578.8960517,-26621945.58842553,37115603.684097126,National,Cause A,0.5,29.06975,180491.02754016806,-915795.4777191249,1276777.532799461,559329.8496220883
All Poultry,Small holder,Adult,Adult,Overall,2019,Production loss,External,2623414.5239179,8129789.44802585,-13310972.794212764,18557801.842048563,National,Cause B,0.25,29.06975,90245.51377008403,-457897.73885956244,638388.7663997305,279664.9248110441
All Poultry,Small holder,Adult,Adult,Overall,2019,Production loss,External,1574048.71435074,4877873.668815509,-7986583.6765276585,11134681.105229137,National,Cause C,0.15,29.06975,54147.308262050414,-274738.6433157374,383033.25983983825,167798.95488662648
All Poultry,Small holder,Adult,Adult,Overall,2019,Production loss,External,1049365.80956716,3251915.77921034,-5324389.117685107,7423120.7368194265,National,Cause D,0.1,29.06975,36098.20550803361,-183159.095543825,255355.5065598922,111865.96992441766
All Poultry,Small holder,Adult,Adult,Overall,2019,Production loss,Infectious,15555531.4571835,47595184.0989753,-77731029.37680809,108842092.29117508,National,Pathogen A,0.5,29.06975,535110.6031934744,-2673949.0149316075,3744170.2213185555,1637275.3153699397
All Poultry,Small holder,Adult,Adult,Overall,2019,Production loss,Infectious,7777765.72859175,23797592.04948765,-38865514.688404046,54421046.14558754,National,Pathogen B,0.25,29.06975,267555.3015967372,-1336974.5074658038,1872085.1106592778,818637.6576849698
All Poultry,Small holder,Adult,Adult,Overall,2019,Production loss,Infectious,4666659.43715505,14278555.229692591,-23319308.81304243,32652627.687352527,National,Pathogen C,0.15,29.06975,160533.1809580423,-802184.7044794823,1123251.0663955668,491182.59461098193
All Poultry,Small holder,Adult,Adult,Overall,2019,Production loss,Infectious,3111106.2914367,9519036.81979506,-15546205.87536162,21768418.458235018,National,Pathogen D,0.1,29.06975,107022.12063869488,-534789.8029863215,748834.0442637112,327455.06307398796
All Poultry,Small holder,Adult,Adult,Overall,2019,Production loss,Non-infectious,12382855.2275327,38762584.0613623,-63591809.532737404,88357519.9878028,National,Condition A,0.5,29.06975,425970.47540941014,-2187559.560461903,3039500.5112807234,1333433.691771078
All Poultry,Small holder,Adult,Adult,Overall,2019,Production loss,Non-infectious,6191427.61376635,19381292.03068115,-31795904.766368702,44178759.9939014,National,Condition B,0.25,29.06975,212985.23770470507,-1093779.7802309515,1519750.2556403617,666716.845885539
All Poultry,Small holder,Adult,Adult,Overall,2019,Production loss,Non-infectious,3714856.5682598096,11628775.218408689,-19077542.85982122,26507255.996340837,National,Condition C,0.15,29.06975,127791.14262282303,-656267.8681385708,911850.1533842168,400030.10753132345
All Poultry,Small holder,Adult,Adult,Overall,2019,Production loss,Non-infectious,2476571.04550654,7752516.812272459,-12718361.90654748,17671503.99756056,National,Condition D,0.1,29.06975,85194.09508188204,-437511.9120923806,607900.1022561446,266686.73835421563
All Poultry,Small holder,Adult,Adult,Overall,2020,Health cost,External,-108788.34988738887,4852.237924988415,-118298.73622036618,-99277.96355441157,National,Cause A,0.5,34.9271654040404,-3114.7202651264724,-3387.012225351711,-2842.428304901234,138.92446950267268
All Poultry,Small holder,Adult,Adult,Overall,2020,Health cost,External,-54394.17494369444,2426.1189624942076,-59149.36811018309,-49638.98177720579,National,Cause B,0.25,34.9271654040404,-1557.3601325632362,-1693.5061126758555,-1421.214152450617,69.46223475133634
All Poultry,Small holder,Adult,Adult,Overall,2020,Health cost,External,-32636.50496621666,1455.6713774965244,-35489.62086610985,-29783.38906632347,National,Cause C,0.15,34.9271654040404,-934.4160795379416,-1016.1036676055132,-852.72849147037,41.6773408508018
All Poultry,Small holder,Adult,Adult,Overall,2020,Health cost,External,-21757.669977477777,970.4475849976832,-23659.747244073234,-19855.59271088232,National,Cause D,0.1,34.9271654040404,-622.9440530252946,-677.4024450703422,-568.4856609802468,27.78489390053454
