location_name,map_id,reporting_year,sum_isolates,overall_prev,woah_region,antimicrobial_class,pathogen
ARGENTINA,ARG,2013,57,0.0,Americas,Fluoroquinolones,E. coli
ARGENTINA,ARG,2013,96,0.02311503319,Americas,Macrolides,S. aureus
ARGENTINA,ARG,2013,38,0.0,Americas,Third generation cephalosporins,E. coli
ARGENTINA,ARG,2014,90,0.09913968797,Americas,Aminoglycosides,E. coli
ARGENTINA,ARG,2014,90,0.07890156804,Americas,Aminopenicillins,E. coli
ARGENTINA,ARG,2014,90,0.0078087645500000006,Americas,Aminopenicillins with beta-lactamase inhibitors,E. coli
ARGENTINA,ARG,2014,180,0.0,Americas,Third generation cephalosporins,E. coli
ARGENTINA,ARG,2015,12,0.0,Americas,Fluoroquinolones,Non-typhoidal Salmonella
ARGENTINA,ARG,2016,50,0.0,Americas,Fluoroquinolones,Non-typhoidal Salmonella
AUSTRALIA,AUS,2004,645,0.00100293037,"Asia, Far East and Oceania",Aminoglycosides,E. coli
AUSTRALIA,AUS,2004,645,0.07492242374,"Asia, Far East and Oceania",Aminopenicillins,E. coli
AUSTRALIA,AUS,2004,1290,0.0006975833100000001,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
AUSTRALIA,AUS,2004,645,0.0,"Asia, Far East and Oceania",Third generation cephalosporins,E. coli
AUSTRIA,AUT,2016,170,0.004727623429999999,Europe,Aminoglycosides,E. coli
AUSTRIA,AUT,2016,170,0.04412448533,Europe,Aminopenicillins,E. coli
AUSTRIA,AUT,2016,340,0.06303497904000001,Europe,Fluoroquinolones,E. coli
AUSTRIA,AUT,2016,261,0.05953303576,Europe,Fluoroquinolones,Non-typhoidal Salmonella
AUSTRIA,AUT,2016,340,0.00078793724,Europe,Third generation cephalosporins,E. coli
AUSTRIA,AUT,2017,361,0.0086199105,Europe,Aminoglycosides,E. coli
AUSTRIA,AUT,2017,361,0.114971357,Europe,Aminopenicillins,E. coli
AUSTRIA,AUT,2017,361,0.0335676274,Europe,Fluoroquinolones,E. coli
AUSTRIA,AUT,2017,361,0.01150301827,Europe,Third generation cephalosporins,E. coli
AUSTRIA,AUT,2018,174,0.00538876617,Europe,Aminoglycosides,E. coli
AUSTRIA,AUT,2018,174,0.04464977682,Europe,Aminopenicillins,E. coli
AUSTRIA,AUT,2018,348,0.07159360766,Europe,Fluoroquinolones,E. coli
AUSTRIA,AUT,2018,265,0.08542428999,Europe,Fluoroquinolones,Non-typhoidal Salmonella
AUSTRIA,AUT,2018,174,0.0,Europe,Third generation cephalosporins,E. coli
AUSTRIA,AUT,2019,174,0.00791283135,Europe,Aminoglycosides,E. coli
AUSTRIA,AUT,2019,174,0.08308472919,Europe,Aminopenicillins,E. coli
AUSTRIA,AUT,2020,170,0.004727623429999999,Europe,Aminoglycosides,E. coli
AUSTRIA,AUT,2020,170,0.046488297039999994,Europe,Aminopenicillins,E. coli
AUSTRIA,AUT,2020,257,0.08756220824,Europe,Fluoroquinolones,Non-typhoidal Salmonella
BANGLADESH,BGD,2005,17,0.1569633063,"Asia, Far East and Oceania",Aminoglycosides,E. coli
BANGLADESH,BGD,2005,17,0.2125041685,"Asia, Far East and Oceania",Aminopenicillins,E. coli
BANGLADESH,BGD,2005,17,0.1279854651,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
BANGLADESH,BGD,2006,50,0.1835263273,"Asia, Far East and Oceania",Aminoglycosides,E. coli
BANGLADESH,BGD,2006,50,0.1400595656,"Asia, Far East and Oceania",Aminopenicillins,E. coli
BANGLADESH,BGD,2006,50,0.1980152479,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
BANGLADESH,BGD,2006,50,0.16420776660000003,"Asia, Far East and Oceania",Third generation cephalosporins,E. coli
BANGLADESH,BGD,2007,30,0.1279854651,"Asia, Far East and Oceania",Aminoglycosides,E. coli
BANGLADESH,BGD,2007,30,0.0724446029,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
BANGLADESH,BGD,2009,274,0.10129905909999999,"Asia, Far East and Oceania",Aminoglycosides,E. coli
BANGLADESH,BGD,2009,274,0.03440677977,"Asia, Far East and Oceania",Aminopenicillins,E. coli
BANGLADESH,BGD,2009,274,0.01803183182,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
BANGLADESH,BGD,2010,729,0.06899959206,"Asia, Far East and Oceania",Fluoroquinolones,Non-typhoidal Salmonella
BANGLADESH,BGD,2011,40,0.8140588526000001,"Asia, Far East and Oceania",Aminoglycosides,E. coli
BANGLADESH,BGD,2011,10,0.7585179903,"Asia, Far East and Oceania",Aminopenicillins,E. coli
BANGLADESH,BGD,2011,10,0.0,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
BANGLADESH,BGD,2012,36,0.1666225867,"Asia, Far East and Oceania",Aminoglycosides,E. coli
BANGLADESH,BGD,2012,36,0.3038670469,"Asia, Far East and Oceania",Aminopenicillins,E. coli
BANGLADESH,BGD,2012,23,0.0,"Asia, Far East and Oceania",Aminopenicillins with beta-lactamase inhibitors,E. coli
BANGLADESH,BGD,2012,36,0.055540862219999994,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
BANGLADESH,BGD,2012,8,0.2125041685,"Asia, Far East and Oceania",Fluoroquinolones,Non-typhoidal Salmonella
BANGLADESH,BGD,2012,17,0.18204431769999999,"Asia, Far East and Oceania",Fluoroquinolones,S. aureus
BANGLADESH,BGD,2012,23,0.0,"Asia, Far East and Oceania",Third generation cephalosporins,E. coli
BANGLADESH,BGD,2013,15,0.0,"Asia, Far East and Oceania",Aminoglycosides,E. coli
BANGLADESH,BGD,2013,15,0.0,"Asia, Far East and Oceania",Aminopenicillins,E. coli
BANGLADESH,BGD,2013,15,0.0,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
BANGLADESH,BGD,2013,15,0.0,"Asia, Far East and Oceania",Fluoroquinolones,Non-typhoidal Salmonella
BANGLADESH,BGD,2013,12,0.1289480584,"Asia, Far East and Oceania",Fluoroquinolones,S. aureus
BANGLADESH,BGD,2013,12,0.5688884928,"Asia, Far East and Oceania",Macrolides,S. aureus
BANGLADESH,BGD,2013,15,0.0,"Asia, Far East and Oceania",Third generation cephalosporins,E. coli
BANGLADESH,BGD,2014,12,0.0,"Asia, Far East and Oceania",Fluoroquinolones,S. aureus
BANGLADESH,BGD,2014,12,0.19600289780000002,"Asia, Far East and Oceania",Macrolides,S. aureus
BANGLADESH,BGD,2015,60,0.548764118,"Asia, Far East and Oceania",Aminoglycosides,E. coli
BANGLADESH,BGD,2015,60,0.5739616389,"Asia, Far East and Oceania",Aminopenicillins,E. coli
BANGLADESH,BGD,2015,57,0.1255110794,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
BANGLADESH,BGD,2015,18,0.01448892058,"Asia, Far East and Oceania",Fluoroquinolones,Non-typhoidal Salmonella
BANGLADESH,BGD,2015,7,0.0,"Asia, Far East and Oceania",Third generation cephalosporins,E. coli
BANGLADESH,BGD,2016,11,0.06826661913,"Asia, Far East and Oceania",Aminoglycosides,E. coli
BANGLADESH,BGD,2016,11,0.41718489470000003,"Asia, Far East and Oceania",Aminopenicillins,E. coli
BANGLADESH,BGD,2016,65,0.08517035981,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
BANGLADESH,BGD,2016,11,0.2047998574,"Asia, Far East and Oceania",Third generation cephalosporins,E. coli
BELGIUM,BEL,2016,663,0.026101964560000003,Europe,Aminoglycosides,E. coli
BELGIUM,BEL,2016,663,0.5048375309,Europe,Aminopenicillins,E. coli
BELGIUM,BEL,2016,1989,0.1970510689,Europe,Fluoroquinolones,E. coli
BELGIUM,BEL,2016,511,0.1559025698,Europe,Fluoroquinolones,Non-typhoidal Salmonella
BELGIUM,BEL,2016,1989,0.00360799375,Europe,Third generation cephalosporins,E. coli
BELGIUM,BEL,2017,641,0.04090151002,Europe,Aminoglycosides,E. coli
BELGIUM,BEL,2017,641,0.5437267434999999,Europe,Aminopenicillins,E. coli
BELGIUM,BEL,2017,1923,0.23704726520000002,Europe,Fluoroquinolones,E. coli
BELGIUM,BEL,2017,296,0.11790561220000001,Europe,Fluoroquinolones,Non-typhoidal Salmonella
BELGIUM,BEL,2017,1923,0.0846383189,Europe,Third generation cephalosporins,E. coli
BELGIUM,BEL,2018,146,0.02654955308,Europe,Aminoglycosides,E. coli
BELGIUM,BEL,2018,146,0.20409968930000003,Europe,Aminopenicillins,E. coli
BELGIUM,BEL,2018,292,0.14436319490000002,Europe,Fluoroquinolones,E. coli
BELGIUM,BEL,2018,204,0.08906789407,Europe,Fluoroquinolones,Non-typhoidal Salmonella
BELGIUM,BEL,2018,292,0.03650563548,Europe,Third generation cephalosporins,E. coli
BELGIUM,BEL,2019,516,0.03468149172,Europe,Aminoglycosides,E. coli
BELGIUM,BEL,2019,516,0.5813161964,Europe,Aminopenicillins,E. coli
BELGIUM,BEL,2019,103,0.012061727440000001,Europe,Fluoroquinolones,Non-typhoidal Salmonella
BELGIUM,BEL,2020,503,0.03874402526,Europe,Aminoglycosides,E. coli
BELGIUM,BEL,2020,503,0.6111857986,Europe,Aminopenicillins,E. coli
BELGIUM,BEL,2020,232,0.07936256491,Europe,Fluoroquinolones,Non-typhoidal Salmonella
BHUTAN,BTN,2007,52,0.00249972144,"Asia, Far East and Oceania",Fluoroquinolones,Non-typhoidal Salmonella
BOLIVIA (PLURINATIONAL STATE OF),BOL,2009,21,0.3202335279,Americas,Aminoglycosides,E. coli
BOLIVIA (PLURINATIONAL STATE OF),BOL,2009,21,0.3400010297,Americas,Aminopenicillins,E. coli
BOLIVIA (PLURINATIONAL STATE OF),BOL,2009,21,0.1700005148,Americas,Fluoroquinolones,E. coli
BOLIVIA (PLURINATIONAL STATE OF),BOL,2009,21,0.01976750172,Americas,Third generation cephalosporins,E. coli
BOTSWANA,BWA,2003,15,0.009676407889999999,Africa,Aminoglycosides,E. coli
BOTSWANA,BWA,2003,15,0.0,Africa,Aminopenicillins,E. coli
BOTSWANA,BWA,2009,54,0.0,Africa,Fluoroquinolones,Non-typhoidal Salmonella
BRAZIL,BRA,2000,9,0.0,Americas,Aminoglycosides,E. coli
BRAZIL,BRA,2000,9,0.2403675089,Americas,Aminopenicillins,E. coli
BRAZIL,BRA,2000,9,0.0,Americas,Third generation cephalosporins,E. coli
BRAZIL,BRA,2003,175,0.09656322435,Americas,Aminoglycosides,E. coli
BRAZIL,BRA,2003,175,0.1068855001,Americas,Aminopenicillins,E. coli
BRAZIL,BRA,2003,56,0.0,Americas,Aminopenicillins with beta-lactamase inhibitors,E. coli
BRAZIL,BRA,2003,71,0.0,Americas,Fluoroquinolones,E. coli
BRAZIL,BRA,2003,33,0.04370318343,Americas,Macrolides,S. aureus
BRAZIL,BRA,2003,104,0.0,Americas,Third generation cephalosporins,E. coli
BRAZIL,BRA,2004,19,0.01103068181,Americas,Fluoroquinolones,Non-typhoidal Salmonella
BRAZIL,BRA,2005,445,0.2592400821,Americas,Aminoglycosides,E. coli
BRAZIL,BRA,2005,445,0.36129601800000005,Americas,Aminopenicillins,E. coli
BRAZIL,BRA,2005,376,0.05805781948,Americas,Aminopenicillins with beta-lactamase inhibitors,E. coli
BRAZIL,BRA,2005,878,0.10262118049999999,Americas,Fluoroquinolones,E. coli
BRAZIL,BRA,2005,98,0.0010824484099999998,Americas,Fluoroquinolones,Non-typhoidal Salmonella
BRAZIL,BRA,2005,90,0.0,Americas,Fluoroquinolones,S. aureus
BRAZIL,BRA,2005,90,0.043865047080000004,Americas,Macrolides,S. aureus
BRAZIL,BRA,2005,382,0.06885348839,Americas,Third generation cephalosporins,E. coli
BRAZIL,BRA,2006,475,0.00485933119,Americas,Fluoroquinolones,Non-typhoidal Salmonella
BRAZIL,BRA,2006,83,0.04668693491,Americas,Fluoroquinolones,S. aureus
BRAZIL,BRA,2006,84,0.27097707979999996,Americas,Macrolides,S. aureus
BRAZIL,BRA,2007,553,0.15630372780000001,Americas,Aminoglycosides,E. coli
BRAZIL,BRA,2007,223,0.2047242241,Americas,Aminopenicillins,E. coli
BRAZIL,BRA,2007,216,0.07548293634,Americas,Aminopenicillins with beta-lactamase inhibitors,E. coli
BRAZIL,BRA,2007,1106,0.13675002960000002,Americas,Fluoroquinolones,E. coli
BRAZIL,BRA,2007,546,0.03901631899,Americas,Third generation cephalosporins,E. coli
BRAZIL,BRA,2008,53,0.0,Americas,Fluoroquinolones,Non-typhoidal Salmonella
BRAZIL,BRA,2008,9,0.034169982110000004,Americas,Macrolides,S. aureus
BRAZIL,BRA,2009,120,0.3277738758,Americas,Aminoglycosides,E. coli
BRAZIL,BRA,2009,17,0.3599085695,Americas,Aminopenicillins,E. coli
BRAZIL,BRA,2009,16,0.2767868284,Americas,Fluoroquinolones,E. coli
BRAZIL,BRA,2010,275,0.1069715697,Americas,Aminoglycosides,E. coli
BRAZIL,BRA,2010,275,0.31863966779999997,Americas,Aminopenicillins,E. coli
BRAZIL,BRA,2010,113,0.2444080508,Americas,Aminopenicillins with beta-lactamase inhibitors,E. coli
BRAZIL,BRA,2010,256,0.1475234406,Americas,Fluoroquinolones,E. coli
BRAZIL,BRA,2010,96,0.0,Americas,Fluoroquinolones,Non-typhoidal Salmonella
BRAZIL,BRA,2010,56,0.0,Americas,Fluoroquinolones,S. aureus
BRAZIL,BRA,2010,139,0.01739743034,Americas,Macrolides,S. aureus
BRAZIL,BRA,2010,113,0.03750431814,Americas,Third generation cephalosporins,E. coli
BRAZIL,BRA,2011,140,0.06310272775999999,Americas,Aminoglycosides,E. coli
BRAZIL,BRA,2011,158,0.463366127,Americas,Aminopenicillins,E. coli
BRAZIL,BRA,2011,158,0.11428874309999999,Americas,Aminopenicillins with beta-lactamase inhibitors,E. coli
BRAZIL,BRA,2011,158,0.21309615059999998,Americas,Fluoroquinolones,E. coli
BRAZIL,BRA,2011,180,0.00041957425,Americas,Fluoroquinolones,Non-typhoidal Salmonella
BRAZIL,BRA,2011,31,0.006618409079999999,Americas,Fluoroquinolones,S. aureus
BRAZIL,BRA,2011,158,0.2206136361,Americas,Third generation cephalosporins,E. coli
BRAZIL,BRA,2012,390,0.20895379120000002,Americas,Aminoglycosides,E. coli
BRAZIL,BRA,2012,178,0.1599629558,Americas,Aminopenicillins,E. coli
BRAZIL,BRA,2012,349,0.05170829638,Americas,Aminopenicillins with beta-lactamase inhibitors,E. coli
BRAZIL,BRA,2012,1170,0.1561860615,Americas,Fluoroquinolones,E. coli
BRAZIL,BRA,2012,137,0.0642787698,Americas,Fluoroquinolones,S. aureus
BRAZIL,BRA,2012,191,0.12268162399999999,Americas,Macrolides,S. aureus
BRAZIL,BRA,2012,371,0.1630988731,Americas,Third generation cephalosporins,E. coli
BRAZIL,BRA,2013,762,0.08632262385,Americas,Aminoglycosides,E. coli
BRAZIL,BRA,2013,759,0.1847861168,Americas,Aminopenicillins,E. coli
BRAZIL,BRA,2013,121,0.050741136310000004,Americas,Aminopenicillins with beta-lactamase inhibitors,E. coli
BRAZIL,BRA,2013,248,0.08322827337,Americas,Fluoroquinolones,E. coli
BRAZIL,BRA,2013,128,0.0,Americas,Fluoroquinolones,Non-typhoidal Salmonella
BRAZIL,BRA,2013,35,0.5025866095,Americas,Fluoroquinolones,S. aureus
BRAZIL,BRA,2013,139,0.44960828999999997,Americas,Macrolides,S. aureus
BRAZIL,BRA,2013,1518,0.01154068154,Americas,Third generation cephalosporins,E. coli
BRAZIL,BRA,2014,280,0.7319491879000001,Americas,Aminoglycosides,E. coli
BRAZIL,BRA,2014,134,0.7482763802,Americas,Aminopenicillins,E. coli
BRAZIL,BRA,2014,96,0.49418160780000003,Americas,Aminopenicillins with beta-lactamase inhibitors,E. coli
BRAZIL,BRA,2014,816,0.07868088499999999,Americas,Fluoroquinolones,E. coli
BRAZIL,BRA,2014,16,0.0,Americas,Fluoroquinolones,Non-typhoidal Salmonella
BRAZIL,BRA,2014,31,0.02185159172,Americas,Fluoroquinolones,S. aureus
BRAZIL,BRA,2014,39,0.1326036762,Americas,Macrolides,S. aureus
BRAZIL,BRA,2014,354,0.6761515948,Americas,Third generation cephalosporins,E. coli
BRAZIL,BRA,2015,979,0.06456610728,Americas,Aminoglycosides,E. coli
BRAZIL,BRA,2015,979,0.1911676874,Americas,Aminopenicillins,E. coli
BRAZIL,BRA,2015,20,0.02206136361,Americas,Aminopenicillins with beta-lactamase inhibitors,E. coli
BRAZIL,BRA,2015,2937,0.1975584971,Americas,Fluoroquinolones,E. coli
BRAZIL,BRA,2015,7,0.0,Americas,Fluoroquinolones,Non-typhoidal Salmonella
BRAZIL,BRA,2015,38,0.1748127337,Americas,Fluoroquinolones,S. aureus
BRAZIL,BRA,2015,38,0.233083645,Americas,Macrolides,S. aureus
BRAZIL,BRA,2015,40,0.03309204542,Americas,Third generation cephalosporins,E. coli
BRAZIL,BRA,2016,47,0.1389865908,Americas,Aminoglycosides,E. coli
BRAZIL,BRA,2016,39,0.1311095503,Americas,Aminopenicillins,E. coli
BRAZIL,BRA,2016,47,0.1321584098,Americas,Aminopenicillins with beta-lactamase inhibitors,E. coli
BRAZIL,BRA,2016,117,0.0,Americas,Fluoroquinolones,E. coli
BRAZIL,BRA,2016,311,0.006674923510000001,Americas,Fluoroquinolones,S. aureus
BRAZIL,BRA,2016,285,0.0,Americas,Macrolides,S. aureus
BRAZIL,BRA,2016,94,0.2206136361,Americas,Third generation cephalosporins,E. coli
BRAZIL,BRA,2017,68,0.01631999145,Americas,Aminoglycosides,E. coli
BRAZIL,BRA,2017,68,0.0061199968,Americas,Aminopenicillins with beta-lactamase inhibitors,E. coli
BULGARIA,BGR,2016,111,0.08820366956,Europe,Aminoglycosides,E. coli
BULGARIA,BGR,2016,111,0.37486559560000005,Europe,Aminopenicillins,E. coli
BULGARIA,BGR,2016,111,0.42337761389999995,Europe,Fluoroquinolones,E. coli
BULGARIA,BGR,2016,14,0.41959745660000003,Europe,Fluoroquinolones,Non-typhoidal Salmonella
BULGARIA,BGR,2016,111,0.017640733909999998,Europe,Third generation cephalosporins,E. coli
BULGARIA,BGR,2017,101,0.00208136541,Europe,Aminoglycosides,E. coli
BULGARIA,BGR,2017,101,0.1311260208,Europe,Aminopenicillins,E. coli
BULGARIA,BGR,2017,101,0.03330184655,Europe,Fluoroquinolones,E. coli
BULGARIA,BGR,2017,6,0.0,Europe,Fluoroquinolones,Non-typhoidal Salmonella
BULGARIA,BGR,2017,101,0.0,Europe,Third generation cephalosporins,E. coli
BULGARIA,BGR,2018,100,0.06853425124,Europe,Aminoglycosides,E. coli
BULGARIA,BGR,2018,100,0.2692417013,Europe,Aminopenicillins,E. coli
BULGARIA,BGR,2018,100,0.3916242928,Europe,Fluoroquinolones,E. coli
BULGARIA,BGR,2018,47,0.1354020161,Europe,Fluoroquinolones,Non-typhoidal Salmonella
BULGARIA,BGR,2018,100,0.0244765183,Europe,Third generation cephalosporins,E. coli
BULGARIA,BGR,2019,104,0.00202132602,Europe,Aminoglycosides,E. coli
BULGARIA,BGR,2019,104,0.1253222134,Europe,Aminopenicillins,E. coli
BULGARIA,BGR,2020,100,0.07832485856,Europe,Aminoglycosides,E. coli
BULGARIA,BGR,2020,100,0.2937182196,Europe,Aminopenicillins,E. coli
BULGARIA,BGR,2020,29,0.16880357450000003,Europe,Fluoroquinolones,Non-typhoidal Salmonella
BURKINA FASO,BFA,2010,416,0.0,Africa,Fluoroquinolones,Non-typhoidal Salmonella
BURKINA FASO,BFA,2012,56,0.0,Africa,Fluoroquinolones,Non-typhoidal Salmonella
CAMBODIA,KHM,2007,201,0.00154789247,"Asia, Far East and Oceania",Fluoroquinolones,Non-typhoidal Salmonella
CAMBODIA,KHM,2017,261,0.058406179409999995,"Asia, Far East and Oceania",Aminoglycosides,E. coli
CAMBODIA,KHM,2017,261,0.1752185382,"Asia, Far East and Oceania",Aminopenicillins,E. coli
CAMBODIA,KHM,2017,261,0.1378385834,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
CAMBODIA,KHM,2017,261,0.01168123588,"Asia, Far East and Oceania",Third generation cephalosporins,E. coli
CAMEROON,CMR,2007,103,0.0,Africa,Fluoroquinolones,Non-typhoidal Salmonella
CANADA,CAN,2014,4341,0.20838597849999999,Americas,Aminoglycosides,E. coli
CANADA,CAN,2014,4341,0.2068566022,Americas,Aminopenicillins,E. coli
CANADA,CAN,2014,4341,0.06808151566000001,Americas,Aminopenicillins with beta-lactamase inhibitors,E. coli
CANADA,CAN,2014,4341,0.00041491497000000003,Americas,Fluoroquinolones,E. coli
CANADA,CAN,2014,1696,0.03592749704,Americas,Fluoroquinolones,Non-typhoidal Salmonella
CANADA,CAN,2014,4341,0.05561952841,Americas,Third generation cephalosporins,E. coli
CANADA,CAN,2015,2552,0.2070460891,Americas,Aminoglycosides,E. coli
CANADA,CAN,2015,2552,0.1886556802,Americas,Aminopenicillins,E. coli
CANADA,CAN,2015,2552,0.03921029091,Americas,Aminopenicillins with beta-lactamase inhibitors,E. coli
CANADA,CAN,2015,2552,0.00051790804,Americas,Fluoroquinolones,E. coli
CANADA,CAN,2015,1916,0.01986667931,Americas,Fluoroquinolones,Non-typhoidal Salmonella
CANADA,CAN,2015,2552,0.03908370826,Americas,Third generation cephalosporins,E. coli
CANADA,CAN,2016,2613,0.2697965589,Americas,Aminoglycosides,E. coli
CANADA,CAN,2016,2613,0.18414618189999998,Americas,Aminopenicillins,E. coli
CANADA,CAN,2016,2613,0.03117587458,Americas,Aminopenicillins with beta-lactamase inhibitors,E. coli
CANADA,CAN,2016,5226,0.00102691454,Americas,Fluoroquinolones,E. coli
CANADA,CAN,2016,1723,0.03138339047,Americas,Fluoroquinolones,Non-typhoidal Salmonella
CANADA,CAN,2016,2613,0.03146640734,Americas,Third generation cephalosporins,E. coli
CANADA,CAN,2017,2511,0.2749851658,Americas,Aminoglycosides,E. coli
CANADA,CAN,2017,2468,0.1828711728,Americas,Aminopenicillins,E. coli
CANADA,CAN,2017,2468,0.02134308243,Americas,Aminopenicillins with beta-lactamase inhibitors,E. coli
CANADA,CAN,2017,5022,0.0026659026400000004,Americas,Fluoroquinolones,E. coli
CANADA,CAN,2017,1627,0.028915325159999998,Americas,Fluoroquinolones,Non-typhoidal Salmonella
CANADA,CAN,2017,2468,0.02186303915,Americas,Third generation cephalosporins,E. coli
CANADA,CAN,2018,2113,0.29907386410000003,Americas,Aminoglycosides,E. coli
CANADA,CAN,2018,2113,0.16374262259999997,Americas,Aminopenicillins,E. coli
CANADA,CAN,2018,2113,0.020271759349999998,Americas,Aminopenicillins with beta-lactamase inhibitors,E. coli
CANADA,CAN,2018,2113,0.0020773418900000003,Americas,Fluoroquinolones,E. coli
CANADA,CAN,2018,1507,0.0031489394500000003,Americas,Fluoroquinolones,Non-typhoidal Salmonella
CANADA,CAN,2018,2113,0.01957224829,Americas,Third generation cephalosporins,E. coli
CANADA,CAN,2019,2456,0.2597454895,Americas,Aminoglycosides,E. coli
CANADA,CAN,2019,2456,0.1579439268,Americas,Aminopenicillins,E. coli
CANADA,CAN,2019,2456,0.01733166703,Americas,Aminopenicillins with beta-lactamase inhibitors,E. coli
CANADA,CAN,2019,1812,0.02002620684,Americas,Fluoroquinolones,Non-typhoidal Salmonella
CHAD,TCD,2012,57,0.0,Africa,Fluoroquinolones,Non-typhoidal Salmonella
CHILE,CHL,2002,122,0.0033641351299999998,Americas,Aminoglycosides,E. coli
CHILE,CHL,2002,122,0.07737510799,Americas,Fluoroquinolones,E. coli
CHILE,CHL,2002,122,0.0033641351299999998,Americas,Third generation cephalosporins,E. coli
CHINA,CHN,2000,1779,0.23497637059999998,"Asia, Far East and Oceania",Aminoglycosides,E. coli
CHINA,CHN,2000,1319,0.5931998929,"Asia, Far East and Oceania",Aminopenicillins,E. coli
CHINA,CHN,2000,1319,0.2666468782,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
