,geo,time_period,breedingsows_gte50kg_dec_thsdhd,breedingsows_gte50kg_jun_thsdhd,pigs_20to50kg_dec_thsdhd,pigs_20to50kg_jun_thsdhd,pigs_50to80kg_dec_thsdhd,pigs_50to80kg_jun_thsdhd,pigs_80to110kg_dec_thsdhd,pigs_80to110kg_jun_thsdhd,pigs_gte110kg_dec_thsdhd,pigs_gte110kg_jun_thsdhd,pigs_lt20kg_dec_thsdhd,pigs_lt20kg_jun_thsdhd,sl_pigmeat_thsdhd,sl_pigmeat_thsdtonne,_merge_slaughter,piglets_live_priceper100kg_euros,pigs_grade1_carcass_priceper100kg_euros,pigs_grade2_carcass_priceper100kg_euros,pigs_light_live_priceper100kg_euros,_merge_prodprice,electricity_priceper100kwh_euros,dieseloil_priceper100litres_euros,heatingoil_priceper100litres_euros,motorspirit_priceper100litres_euros,residualfueloil_priceper100kg_euros,feed_bulk_fatteningpigs_priceper100kg_euros,feed_sacks_fatteningpigs_priceper100kg_euros,feed_bulk_rearingpigs_priceper100kg_euros,feed_sacks_rearingpigs_priceper100kg_euros,feed_bulk_sows_priceper100kg_euros,feed_sacks_sows_priceper100kg_euros,_merge_costofprod
21,BA,2014,94.0,,93.0,,61.0,,64.0,,41.0,,174.0,,,,left_only,,,,,left_only,,,,,,,,,,,,left_only
22,BA,2015,97.0,,101.0,,68.0,,68.0,,45.0,,180.0,,122.24,8.53,both,,,,,left_only,,,,,,,,,,,,left_only
23,BA,2016,93.0,,96.0,,67.0,,63.0,,39.0,,181.0,,119.98,8.52,both,,,,,left_only,,,,,,,,,,,,left_only
24,BA,2017,96.0,,94.0,,62.0,,63.0,,38.0,,189.0,,122.61,8.77,both,,,,,left_only,,,,,,,,,,,,left_only
25,BA,2018,93.0,,94.0,,61.0,,61.0,,38.0,,187.0,,101.51,7.3,both,,,,,left_only,,,,,,,,,,,,left_only
26,BA,2019,93.0,,97.0,,61.0,,57.0,,42.0,,187.0,,107.97,7.75,both,,,,,left_only,,,,,,,,,,,,left_only
27,BA,2020,95.0,,99.0,,61.0,,56.0,,38.0,,190.0,,100.21,7.62,both,,,,,left_only,,,,,,,,,,,,left_only
28,BE,2011,482.44,514.63,1313.39,1374.45,1561.88,1566.31,1278.74,1232.77,144.64,156.23,1541.68,1668.6,11764.96,1108.26,both,138.69,,,,both,14.07,66.88,,66.88,55.14,,26.73,,32.46,,28.06,both
29,BE,2012,490.82,493.47,1372.82,1371.19,1582.53,1562.86,1218.22,1319.54,132.63,168.33,1643.16,1711.94,11695.15,1109.61,both,131.25,,,,both,14.34,73.75,,73.75,61.75,,29.38,,35.34,,30.24,both
30,BE,2013,472.29,485.17,1349.26,1249.66,1547.86,1548.4,1222.72,1342.92,134.81,184.11,1617.42,1663.53,11915.0,1130.57,both,124.21,,,,both,14.23,69.84,,69.84,56.26,,29.81,,36.29,,30.83,both
31,BE,2014,460.03,464.29,1317.78,1270.94,1464.13,1512.51,1227.89,1295.69,247.45,172.1,1627.46,1623.97,11855.07,1118.33,both,117.55,,,,both,12.8,64.5,,64.5,52.06,,24.11,,31.49,,24.94,both
32,BE,2015,443.49,437.47,1363.18,1320.97,1467.09,1463.37,1250.52,1231.33,204.23,180.94,1630.64,1617.05,11886.69,1124.31,both,111.24,,,,both,14.31,47.56,,47.56,38.64,,23.43,,29.71,,23.96,both
33,BE,2016,419.56,432.07,1118.28,1322.2,1490.32,1420.33,1349.28,1211.69,218.16,197.07,1577.09,1604.85,11181.33,1060.54,both,105.27,,,,both,18.36,40.05,,40.05,36.44,,22.3,,27.89,,23.01,both
34,BE,2017,413.25,416.88,1247.68,1042.0,1341.86,1523.3,1266.54,1304.25,272.17,191.47,1563.8,1533.56,10949.77,1044.56,both,99.63,,,,both,19.81,48.39,,48.39,47.61,,22.9,,29.75,,23.63,both
35,BE,2018,403.35,408.25,1282.13,1248.5,1371.95,1342.27,1276.75,1266.42,275.43,272.27,1596.52,1566.09,11230.54,1073.12,both,83.4,,,,both,20.25,57.76,,57.76,56.92,,24.34,,31.96,,25.35,both
36,BE,2019,396.49,395.39,1240.2,1252.33,1365.72,1335.43,1249.21,1242.37,246.1,268.28,1584.68,1596.9,10719.53,1038.92,both,107.47,,,,both,20.58,57.13,,57.33,57.36,,24.41,,31.49,,25.93,both
37,BE,2020,395.31,395.97,1085.56,1235.49,1437.59,1357.83,1331.82,1242.09,314.55,244.68,1649.78,1634.08,11150.24,1098.72,both,94.15,,,,both,19.26,43.74,,43.26,41.67,,25.21,,32.08,,26.8,both
38,BE,2021,386.34,392.34,1213.49,1112.31,1298.13,1503.81,1221.86,1294.01,296.45,178.07,1622.81,1661.62,11584.37,1140.74,both,,,,,left_only,,,,,,,,,,,,left_only
39,BG,2011,63.97,,144.18,,108.55,,104.11,,55.52,,130.21,,719.37,48.22,both,226.73,,,113.23,both,9.2,125.27,123.22,122.71,,26.22,27.61,27.5,41.21,27.54,28.26,both
40,BG,2012,58.41,,150.23,,99.32,,83.61,,29.5,,108.54,,739.76,48.84,both,229.1,,,126.36,both,9.87,133.96,132.43,132.43,,27.46,35.71,42.73,54.96,28.61,38.05,both
41,BG,2013,55.39,,145.36,,86.44,,144.85,,50.93,,100.48,,797.14,52.06,both,230.71,,,132.09,both,9.82,133.45,130.89,131.4,,25.81,34.67,44.1,49.9,27.81,48.24,both
42,BG,2014,55.17,,136.02,,87.7,,111.14,,20.26,,141.47,,816.48,53.67,both,244.86,,,118.18,both,9.71,128.34,125.78,126.8,,23.68,51.25,43.86,66.65,26.46,64.89,both
43,BG,2015,58.15,,155.32,,112.44,,112.74,,29.78,,129.42,,919.0,60.68,both,222.06,,,99.54,both,9.2,129.87,127.82,128.34,,28.12,26.05,44.1,19.83,22.7,25.07,both
44,BG,2016,64.51,,151.3,,132.34,,126.43,,19.62,,121.16,,995.76,65.65,both,232.93,,,84.55,both,10.27,95.61,93.57,97.66,,24.01,24.93,83.24,61.17,25.48,28.12,both
45,BG,2017,62.16,,141.18,,125.02,,121.72,,8.85,,133.23,,1065.82,71.33,both,221.15,,,92.28,both,10.89,103.28,100.73,103.79,,26.07,26.69,71.9,52.07,25.06,22.97,both
46,BG,2018,69.99,,154.18,,131.06,,137.81,,7.92,,152.47,,1181.21,80.04,both,246.75,,,94.63,both,11.1,114.53,111.97,111.46,,25.38,28.41,64.61,54.21,24.88,23.73,both
47,BG,2019,50.86,,133.71,,98.09,,114.24,,2.31,,91.86,,1180.16,78.23,both,256.64,,,105.89,both,11.38,115.55,113.51,110.44,,27.19,34.36,62.68,54.52,26.05,24.44,both
48,BG,2020,65.77,,128.72,,144.77,,112.06,,8.83,,131.01,,947.3,63.54,both,259.43,,,113.66,both,12.18,97.15,130.38,95.61,,25.81,30.99,47.35,53.25,23.78,23.27,both
49,BG,2021,65.75,,197.47,,170.07,,99.42,,4.96,,155.15,,,,left_only,,,,,left_only,,,,,,,,,,,,left_only
387,SI,2012,23.44,,58.93,,50.33,,36.73,,59.75,,65.98,,252.51,21.03,both,199.62,,,206.74,both,11.84,113.3,84.8,122.8,,,34.47,,54.12,,38.21,both
388,SI,2013,22.92,,63.25,,41.22,,35.68,,56.93,,67.49,,227.86,18.95,both,196.54,,,206.01,both,11.74,114.0,83.3,123.0,,,37.29,,57.92,,42.29,both
389,SI,2014,20.82,,55.9,,42.51,,35.73,,62.21,,63.64,,238.87,20.21,both,197.74,,,194.58,both,11.39,110.9,83.0,119.0,,,33.32,,55.5,,38.35,both
390,SI,2015,20.3,,52.01,,39.25,,36.57,,62.91,,59.5,,238.29,20.23,both,189.01,,,185.57,both,11.34,96.7,69.6,105.6,,,31.28,,53.16,,36.07,both
391,SI,2016,19.23,,50.76,,35.72,,39.75,,61.85,,57.53,,257.75,22.69,both,196.3,,,167.75,both,11.33,88.1,60.0,97.9,,,30.55,,52.04,,34.98,both
392,SI,2017,20.47,,46.85,,33.73,,37.86,,58.82,,58.66,,245.38,21.88,both,175.94,,,212.2,both,11.39,96.6,68.2,104.2,,,29.69,,51.39,,33.8,both
393,SI,2018,18.65,,52.98,,36.25,,37.15,,55.39,,58.01,,249.82,22.31,both,178.92,,,210.48,both,11.55,104.9,79.1,108.4,,,30.38,,52.88,,34.28,both
394,SI,2019,16.55,,49.42,,30.81,,37.99,,53.28,,51.33,,259.76,23.71,both,183.37,,,193.74,both,11.64,102.5,80.4,105.4,,,30.91,,53.11,,35.05,both
395,SI,2020,15.65,,43.96,,30.77,,32.98,,54.99,,50.45,,245.5,22.77,both,191.41,,,186.76,both,11.82,87.2,68.1,87.6,,,30.88,,52.84,,35.09,both
396,SI,2021,14.18,,40.21,,29.9,,34.48,,54.58,,41.85,,,,left_only,,,,,left_only,,,,,,,,,,,,left_only
397,SK,2011,52.46,,140.97,,115.68,,90.79,,20.78,,158.15,,641.74,56.91,both,267.0,157.53,146.78,121.0,both,,,,,,24.52,,27.36,,25.81,,both
398,SK,2012,57.3,,168.49,,111.53,,112.34,,28.04,,152.55,,604.3,54.16,both,272.0,177.34,164.41,135.0,both,,,,,,28.4,,28.8,,28.2,,both
399,SK,2013,58.17,,151.71,,109.29,,99.23,,23.74,,194.0,,573.9,52.4,both,261.0,185.73,172.15,135.0,both,,,,,,30.6,,31.8,,30.5,,both
400,SK,2014,65.82,,190.45,,110.5,,109.98,,26.01,,138.12,,369.33,33.77,both,239.0,176.92,164.73,122.0,both,,,,,,26.5,,29.4,,28.7,,both
401,SK,2015,53.36,,173.07,,109.02,,121.39,,28.2,,147.17,,496.79,45.24,both,209.0,158.41,147.74,110.0,both,,,,,,21.6,,27.3,,26.1,,both
402,SK,2016,50.71,,161.16,,98.74,,83.03,,20.86,,170.63,,529.37,48.34,both,250.0,158.78,145.01,112.0,both,,,,,,22.7,,25.9,,25.9,,both
403,SK,2017,57.14,,155.63,,93.76,,97.93,,22.56,,186.45,,534.8,49.47,both,309.0,169.43,157.08,127.0,both,,,,,,23.1,,25.3,,24.2,,both
404,SK,2018,52.8,,167.5,,104.94,,103.75,,26.89,,169.87,,620.59,57.41,both,220.76,165.08,153.48,116.95,both,,,,,,24.2,,26.4,,26.0,,both
405,SK,2019,53.86,,130.53,,85.7,,90.41,,25.66,,202.33,,676.79,62.8,both,281.98,174.13,158.59,133.88,both,,,,,,23.4,,26.1,,25.8,,both
406,SK,2020,49.99,,98.15,,89.15,,67.98,,28.86,,202.98,,647.45,61.01,both,263.62,187.94,166.56,120.56,both,,,,,,23.4,,25.3,,25.5,,both
407,SK,2021,36.76,,70.91,,68.48,,65.17,,29.87,,176.06,,,,left_only,,,,,left_only,,,,,,,,,,,,left_only
408,UK,2011,484.0,507.0,1116.0,1112.0,944.0,960.0,612.0,622.0,46.0,52.0,1108.0,1171.0,10062.49,805.68,both,264.38,,,118.59,both,,79.02,,143.42,,,,,,,,both
409,UK,2012,494.0,507.0,1075.0,1130.0,916.0,969.0,593.0,627.0,48.0,59.0,1075.0,1173.0,10298.97,824.64,both,250.57,,,132.31,both,,88.03,,145.76,,,,,,,,both
410,UK,2013,482.0,507.0,1131.0,1231.0,966.0,1030.0,614.0,676.0,50.0,62.0,1125.0,1364.0,10298.84,832.92,both,282.65,,,144.51,both,,82.67,,137.61,,,,,,,,both
411,UK,2014,473.0,486.0,1158.0,1218.0,998.0,1057.0,637.0,687.0,53.0,69.0,1177.0,1284.0,10465.46,862.13,both,291.72,,,149.62,both,,79.9,,137.92,,,,,,,,both
412,UK,2015,488.0,492.0,1130.0,1194.0,972.0,1038.0,622.0,674.0,53.0,63.0,1144.0,1263.0,10847.95,898.33,both,294.27,,,141.34,both,,67.48,,131.94,,,,,,,,both
413,UK,2016,490.0,494.0,1165.0,1225.0,996.0,1039.0,636.0,686.0,53.0,63.0,1184.0,1344.0,10989.83,919.22,both,,,,127.53,both,,54.86,,111.99,,,,,,,,both
414,UK,2017,490.0,498.0,1213.0,1235.0,1036.0,1051.0,661.0,692.0,56.0,65.0,1244.0,1413.0,10656.79,902.57,both,218.71,,,133.63,both,,60.81,,114.2,,,,,,,,both
415,UK,2018,490.0,491.0,1187.0,1231.0,1023.0,1029.0,664.0,683.0,56.0,63.0,1216.0,1502.0,10936.46,926.73,both,192.99,,,125.19,both,,69.54,,122.44,,,,,,,,both
416,UK,2019,490.0,497.0,1231.0,1268.0,1046.0,1056.0,673.0,709.0,55.0,69.0,1233.0,1467.0,11133.27,959.73,both,191.88,,,128.86,both,,71.49,,124.82,,,,,,,,both
417,UK,2020,,490.0,,1232.0,,1028.0,,698.0,,67.0,,1528.0,,,left_only,,,,,left_only,,,,,,,,,,,,left_only
418,XK,2015,12.83,,5.05,,3.63,,2.44,,2.84,,16.5,,,,left_only,,,,,left_only,,,,,,,,,,,,left_only
419,XK,2016,11.47,,5.63,,2.68,,2.34,,3.43,,15.24,,,0.0,both,,,,,left_only,,,,,,,,,,,,left_only
420,XK,2017,10.09,,7.02,,4.09,,2.81,,2.15,,13.55,,0.0,0.0,both,,,,,left_only,,,,,,,,,,,,left_only
421,XK,2018,10.19,,6.35,,1.97,,3.53,,6.19,,10.84,,0.0,0.0,both,,,,,left_only,,,,,,,,,,,,left_only
422,XK,2019,11.42,,6.5,,2.65,,3.59,,5.0,,10.49,,,,left_only,,,,,left_only,,,,,,,,,,,,left_only
423,XK,2020,12.77,,7.21,,3.08,,4.53,,5.48,,10.95,,,,left_only,,,,,left_only,,,,,,,,,,,,left_only
424,IS,2020,,,,,,,,,,,,,79.98,6.82,right_only,,,,,left_only,,,,,,,,,,,,left_only
425,IS,2021,,,,,,,,,,,,,78.48,6.65,right_only,,,,,left_only,,,,,,,,,,,,left_only
426,ME,2020,,,,,,,,,,,,,13.96,0.56,right_only,,,,,left_only,,,,,,,,,,,,left_only
427,TR,2011,,,,,,,,,,,,,,,right_only,,,,,left_only,,,,,,,,,,,,left_only
428,TR,2012,,,,,,,,,,,,,0.65,0.02,right_only,,,,,left_only,,,,,,,,,,,,left_only
429,TR,2013,,,,,,,,,,,,,0.7,0.02,right_only,,,,,left_only,,,,,,,,,,,,left_only
430,TR,2014,,,,,,,,,,,,,0.68,0.02,right_only,,,,,left_only,,,,,,,,,,,,left_only
431,TR,2015,,,,,,,,,,,,,0.62,0.03,right_only,,,,,left_only,,,,,,,,,,,,left_only
432,TR,2016,,,,,,,,,,,,,0.4,0.02,right_only,,,,,left_only,,,,,,,,,,,,left_only
433,TR,2017,,,,,,,,,,,,,0.88,0.02,right_only,,,,,left_only,,,,,,,,,,,,left_only
434,TR,2018,,,,,,,,,,,,,1.04,0.02,right_only,,,,,left_only,,,,,,,,,,,,left_only
435,TR,2019,,,,,,,,,,,,,0.14,0.0,right_only,,,,,left_only,,,,,,,,,,,,left_only
436,TR,2020,,,,,,,,,,,,,0.17,0.0,right_only,,,,,left_only,,,,,,,,,,,,left_only
