species,production_system,group,age_group,sex,year,ahle_component,cause,mean,sd,lower95,upper95,region,disease,disease_proportion,exchg_rate_lcuperusdol,mean_usd,lower95_usd,upper95_usd,sd_usd
All Poultry,Small holder,Adult,Adult,Overall,2017,Mortality,External,2680536.9544550064,8437792.7347672,-13857536.805688705,19218610.71459872,National,Cause B,0.35,23.8661044574125,112315.64662084878,-580636.7281437393,805268.0213854369,353547.1299819327
All Poultry,Small holder,Adult,Adult,Overall,2017,Mortality,External,1148801.5519092884,3616196.8863288,-5938944.34529516,8236547.449113737,National,Cause C,0.15,23.8661044574125,48135.277123220905,-248844.31206160257,345114.86630804435,151520.19856368544
All Poultry,Small holder,Adult,Adult,Overall,2017,Mortality,Infectious,0.0,0.0,0.0,0.0,National,PPR,0.0,23.8661044574125,0.0,0.0,0.0,0.0
All Poultry,Small holder,Adult,Adult,Overall,2017,Mortality,Infectious,0.0,0.0,0.0,0.0,National,Brucellosis,0.0,23.8661044574125,0.0,0.0,0.0,0.0
All Poultry,Small holder,Adult,Adult,Overall,2017,Mortality,Infectious,20458936.1078143,64010630.8605479,-105001900.37885958,145919772.59448817,National,Other Infectious,1.0,23.8661044574125,857238.186664352,-4399624.60426789,6114100.977596593,2682072.8525164495
All Poultry,Small holder,Adult,Adult,Overall,2017,Mortality,Non-infectious,3663306.44196465,11661503.2987961,-19193240.023675706,26519852.907605004,National,Condition A,0.5,23.8661044574125,153494.10912457792,-804204.9785680267,1111193.1968171825,488621.983516635
All Poultry,Small holder,Adult,Adult,Overall,2017,Mortality,Non-infectious,2564314.509375255,8163052.309157269,-13435268.016572991,18563897.0353235,National,Condition B,0.35,23.8661044574125,107445.87638720455,-562943.4849976186,777835.2377720276,342035.38846164447
All Poultry,Small holder,Adult,Adult,Overall,2017,Mortality,Non-infectious,1098991.932589395,3498450.98963883,-5757972.007102712,7955955.872281502,National,Condition C,0.15,23.8661044574125,46048.23273737338,-241261.493570408,333357.95904515474,146586.59505499052
All Poultry,Small holder,Adult,Adult,Overall,2017,Production loss,External,7397688.0859235,12677700.08761965,-17450604.08581101,32245980.257658012,National,Cause A,0.5,23.8661044574125,309966.2996583372,-731187.786299623,1351120.3856162974,531201.0642642654
All Poultry,Small holder,Adult,Adult,Overall,2017,Production loss,External,5178381.66014645,8874390.061333753,-12215422.860067707,22572186.180360604,National,Cause B,0.35,23.8661044574125,216976.40976083602,-511831.450409736,945784.269931408,371840.74498498574
All Poultry,Small holder,Adult,Adult,Overall,2017,Production loss,External,2219306.42577705,3803310.0262858947,-5235181.225743303,9673794.077297404,National,Cause C,0.15,23.8661044574125,92989.88989750117,-219356.3358898869,405336.11568488926,159360.31927927962
All Poultry,Small holder,Adult,Adult,Overall,2017,Production loss,Infectious,0.0,0.0,0.0,0.0,National,PPR,0.0,23.8661044574125,0.0,0.0,0.0,0.0
All Poultry,Small holder,Adult,Adult,Overall,2017,Production loss,Infectious,0.0,0.0,0.0,0.0,National,Brucellosis,0.0,23.8661044574125,0.0,0.0,0.0,0.0
All Poultry,Small holder,Adult,Adult,Overall,2017,Production loss,Infectious,43893177.3525338,73977218.3250703,-101102170.564604,188888525.26967162,National,Other Infectious,1.0,23.8661044574125,1839142.9330604959,-4236224.254570502,7914510.120691494,3099677.1365464274
All Poultry,Small holder,Adult,Adult,Overall,2017,Production loss,Non-infectious,17566487.33007015,30106834.88401085,-41442909.042591125,76575883.70273142,National,Condition A,0.5,23.8661044574125,736043.3438735842,-1736475.641282107,3208562.329029275,1261489.2781406587
All Poultry,Small holder,Adult,Adult,Overall,2017,Production loss,Non-infectious,12296541.131049104,21074784.418807596,-29010036.329813786,53603118.591911994,National,Condition B,0.35,23.8661044574125,515230.3407115089,-1215532.948897475,2245993.6303204927,883042.494698461
All Poultry,Small holder,Adult,Adult,Overall,2017,Production loss,Non-infectious,5269946.199021044,9032050.465203255,-12432872.712777335,22972765.110819425,National,Condition C,0.15,23.8661044574125,220813.0031620752,-520942.692384632,962568.6987087826,378446.7834421976
All Poultry,Small holder,Adult,Adult,Overall,2018,Health cost,External,-97143.99763743444,4903.789459091511,-106755.4249772538,-87532.57029761508,National,Cause A,0.5,27.4293865941667,-3541.602992248236,-3892.0092000875097,-3191.1967844089627,178.77867746901714
All Poultry,Small holder,Adult,Adult,Overall,2018,Health cost,External,-68000.7983462041,3432.6526213640573,-74728.79748407766,-61272.79920833055,National,Cause B,0.35,27.4293865941667,-2479.122094573765,-2724.4064400612565,-2233.8377490862736,125.14507422831198
All Poultry,Small holder,Adult,Adult,Overall,2018,Health cost,External,-29143.199291230332,1471.1368377274534,-32026.62749317614,-26259.771089284524,National,Cause C,0.15,27.4293865941667,-1062.4808976744707,-1167.6027600262528,-957.3590353226888,53.63360324070515
All Poultry,Small holder,Adult,Adult,Overall,2018,Health cost,Infectious,-0.0,0.0,-0.0,0.0,National,PPR,0.0,27.4293865941667,-0.0,-0.0,0.0,0.0
All Poultry,Small holder,Adult,Adult,Overall,2018,Health cost,Infectious,-0.0,0.0,-0.0,0.0,National,Brucellosis,0.0,27.4293865941667,-0.0,-0.0,0.0,0.0
All Poultry,Small holder,Adult,Adult,Overall,2018,Health cost,Infectious,-194287.99527486888,9807.578918183022,-213510.8499545076,-175065.14059523016,National,Other Infectious,1.0,27.4293865941667,-7083.205984496472,-7784.018400175019,-6382.393568817925,357.5573549380343
All Poultry,Small holder,Adult,Adult,Overall,2018,Health cost,Non-infectious,-97143.99763743444,4903.789459091511,-106755.4249772538,-87532.57029761508,National,Condition A,0.5,27.4293865941667,-3541.602992248236,-3892.0092000875097,-3191.1967844089627,178.77867746901714
All Poultry,Small holder,Adult,Adult,Overall,2018,Health cost,Non-infectious,-68000.7983462041,3432.6526213640573,-74728.79748407766,-61272.79920833055,National,Condition B,0.35,27.4293865941667,-2479.122094573765,-2724.4064400612565,-2233.8377490862736,125.14507422831198
All Poultry,Small holder,Adult,Adult,Overall,2018,Health cost,Non-infectious,-29143.199291230332,1471.1368377274534,-32026.62749317614,-26259.771089284524,National,Condition C,0.15,27.4293865941667,-1062.4808976744707,-1167.6027600262528,-957.3590353226888,53.63360324070515
All Poultry,Small holder,Adult,Adult,Overall,2018,Mortality,External,4020805.43168251,12656689.1021508,-20786305.20853306,28827916.071898077,National,Cause A,0.5,27.4293865941667,146587.5081777293,-757811.5222217037,1050986.5385771622,461428.07673440455
All Poultry,Small holder,Adult,Adult,Overall,2018,Mortality,External,2814563.8021777566,8859682.37150556,-14550413.645973142,20179541.250328656,National,Cause B,0.35,27.4293865941667,102611.2557244105,-530468.0655551926,735690.5770040136,322999.6537140832
All Poultry,Small holder,Adult,Adult,Overall,2018,Mortality,External,1206241.6295047528,3797006.73064524,-6235891.562559918,8648374.821569422,National,Cause C,0.15,27.4293865941667,43976.25245331879,-227343.4566665111,315295.9615731486,138428.42302032135
All Poultry,Small holder,Adult,Adult,Overall,2018,Mortality,Infectious,0.0,0.0,0.0,0.0,National,PPR,0.0,27.4293865941667,0.0,0.0,0.0,0.0
All Poultry,Small holder,Adult,Adult,Overall,2018,Mortality,Infectious,0.0,0.0,0.0,0.0,National,Brucellosis,0.0,27.4293865941667,0.0,0.0,0.0,0.0
All Poultry,Small holder,Adult,Adult,Overall,2018,Mortality,Infectious,21481882.913205,67211162.4035753,-110251995.39780259,153215761.2242126,National,Other Infectious,1.0,27.4293865941667,783170.3723835177,-4019484.541489872,5585825.2862569075,2450334.1397313215
All Poultry,Small holder,Adult,Adult,Overall,2018,Mortality,Non-infectious,3846471.76406288,12244578.4637359,-20152902.024859484,27845845.552985247,National,Condition A,0.5,27.4293865941667,140231.78210193347,-734719.3841055608,1015182.9483094278,446403.65622831346
All Poultry,Small holder,Adult,Adult,Overall,2018,Mortality,Non-infectious,2692530.234844016,8571204.92461513,-14107031.41740164,19492091.88708967,National,Condition B,0.35,27.4293865941667,98162.24747135343,-514303.5688738926,710628.0638165994,312482.5593598194
All Poultry,Small holder,Adult,Adult,Overall,2018,Mortality,Non-infectious,1153941.529218864,3673373.53912077,-6045870.6074578455,8353753.665895573,National,Condition C,0.15,27.4293865941667,42069.53463058004,-220415.81523166824,304554.88449282834,133921.09686849403
All Poultry,Small holder,Adult,Adult,Overall,2018,Production loss,External,7767572.49021965,13311585.09200065,-18323134.290101625,33858279.27054092,National,Cause A,0.5,27.4293865941667,283184.33092016535,-668011.0846517558,1234379.7464920862,485303.7834550618
All Poultry,Small holder,Adult,Adult,Overall,2018,Production loss,External,5437300.743153755,9318109.564400455,-12826194.003071137,23700795.489378646,National,Cause B,0.35,27.4293865941667,198229.03164411572,-467607.759256229,864065.8225444604,339712.6484185432
All Poultry,Small holder,Adult,Adult,Overall,2018,Production loss,External,2330271.747065895,3993475.5276001953,-5496940.287030488,10157483.781162277,National,Cause C,0.15,27.4293865941667,84955.2992760496,-200403.32539552674,370313.9239476259,145591.13503651854
All Poultry,Small holder,Adult,Adult,Overall,2018,Production loss,Infectious,0.0,0.0,0.0,0.0,National,PPR,0.0,27.4293865941667,0.0,0.0,0.0,0.0
All Poultry,Small holder,Adult,Adult,Overall,2018,Production loss,Infectious,0.0,0.0,0.0,0.0,National,Brucellosis,0.0,27.4293865941667,0.0,0.0,0.0,0.0
All Poultry,Small holder,Adult,Adult,Overall,2018,Production loss,Infectious,46087836.2201605,77676079.2413238,-106157279.09283413,198332951.53315514,National,Other Infectious,1.0,27.4293865941667,1680235.7596272975,-3870202.4461389226,7230673.965393518,2831856.2274317453
All Poultry,Small holder,Adult,Adult,Overall,2018,Production loss,Non-infectious,18444811.69657365,31612176.6282114,-43515054.4947207,80404677.88786799,National,Condition A,0.5,27.4293865941667,672447.1082592942,-1586439.2134811673,2931333.4299997557,1152493.0212961538
All Poultry,Small holder,Adult,Adult,Overall,2018,Production loss,Non-infectious,12911368.187601553,22128523.639747977,-30460538.14630448,56283274.52150758,National,Condition B,0.35,27.4293865941667,470712.9757815059,-1110507.4494368169,2051933.4009998287,806745.1149073076
All Poultry,Small holder,Adult,Adult,Overall,2018,Production loss,Non-infectious,5533443.508972094,9483652.98846342,-13054516.34841621,24121403.366360396,National,Condition C,0.15,27.4293865941667,201734.13247778825,-475931.7640443502,879400.0289999266,345747.90638884617
All Poultry,Small holder,Adult,Adult,Overall,2019,Health cost,External,-102001.19751930614,5148.978932046088,-112093.19622611647,-91909.1988124958,National,Cause A,0.5,29.06975,-3508.8432999701113,-3856.0082637833652,-3161.6783361568573,177.12498153737434
All Poultry,Small holder,Adult,Adult,Overall,2019,Health cost,External,-71400.83826351429,3604.285252432261,-78465.23735828152,-64336.43916874706,National,Cause B,0.35,29.06975,-2456.1903099790775,-2699.2057846483553,-2213.1748353098,123.98748707616204
All Poultry,Small holder,Adult,Adult,Overall,2019,Health cost,External,-30600.35925579184,1544.6936796138264,-33627.95886783494,-27572.759643748737,National,Cause C,0.15,29.06975,-1052.6529899910333,-1156.8024791350094,-948.5035008470571,53.137494461212306
All Poultry,Small holder,Adult,Adult,Overall,2019,Health cost,Infectious,-0.0,0.0,-0.0,0.0,National,PPR,0.0,29.06975,-0.0,-0.0,0.0,0.0
All Poultry,Small holder,Adult,Adult,Overall,2019,Health cost,Infectious,-0.0,0.0,-0.0,0.0,National,Brucellosis,0.0,29.06975,-0.0,-0.0,0.0,0.0
All Poultry,Small holder,Adult,Adult,Overall,2019,Health cost,Infectious,-204002.39503861227,10297.957864092175,-224186.39245223295,-183818.3976249916,National,Other Infectious,1.0,29.06975,-7017.686599940223,-7712.0165275667305,-6323.356672313715,354.2499630747487
All Poultry,Small holder,Adult,Adult,Overall,2019,Health cost,Non-infectious,-102001.19751930614,5148.978932046088,-112093.19622611647,-91909.1988124958,National,Condition A,0.5,29.06975,-3508.8432999701113,-3856.0082637833652,-3161.6783361568573,177.12498153737434
All Poultry,Small holder,Adult,Adult,Overall,2019,Health cost,Non-infectious,-71400.83826351429,3604.285252432261,-78465.23735828152,-64336.43916874706,National,Condition B,0.35,29.06975,-2456.1903099790775,-2699.2057846483553,-2213.1748353098,123.98748707616204
All Poultry,Small holder,Adult,Adult,Overall,2019,Health cost,Non-infectious,-30600.35925579184,1544.6936796138264,-33627.95886783494,-27572.759643748737,National,Condition C,0.15,29.06975,-1052.6529899910333,-1156.8024791350094,-948.5035008470571,53.137494461212306
All Poultry,Small holder,Adult,Adult,Overall,2019,Mortality,External,4221845.703266635,13289523.55725835,-21825620.46895973,30269311.875493,National,Cause A,0.5,29.06975,145231.57933131984,-750801.7946132915,1041264.9532759312,457159.88466561807
All Poultry,Small holder,Adult,Adult,Overall,2019,Mortality,External,2955291.992286644,9302666.490080845,-15277934.32827181,21188518.3128451,National,Cause B,0.35,29.06975,101662.10553192388,-525561.256229304,728885.4672931519,320011.91926593264
All Poultry,Small holder,Adult,Adult,Overall,2019,Mortality,External,1266553.7109799904,3986857.067177505,-6547686.140687919,9080793.5626479,National,Cause C,0.15,29.06975,43569.47379939595,-225240.53838398747,312379.48598277936,137147.96539968543
All Poultry,Small holder,Adult,Adult,Overall,2019,Mortality,Infectious,0.0,0.0,0.0,0.0,National,PPR,0.0,29.06975,0.0,0.0,0.0,0.0
All Poultry,Small holder,Adult,Adult,Overall,2019,Mortality,Infectious,0.0,0.0,0.0,0.0,National,Brucellosis,0.0,29.06975,0.0,0.0,0.0,0.0
All Poultry,Small holder,Adult,Adult,Overall,2019,Mortality,Infectious,22555977.0588653,70571720.523754,-115764595.16769254,160876549.28542316,National,Other Infectious,1.0,29.06975,775926.0763806122,-3982304.4631513013,5534156.615912527,2427668.642618323
All Poultry,Small holder,Adult,Adult,Overall,2019,Mortality,Non-infectious,4038795.352266025,12856807.3869227,-21160547.126102466,29238137.830634516,National,Condition A,0.5,29.06975,138934.64347873736,-727923.2578918796,1005792.5448493543,442274.4394748046
All Poultry,Small holder,Adult,Adult,Overall,2019,Mortality,Non-infectious,2827156.746586217,8999765.17084589,-14812382.98827173,20466696.481444165,National,Condition B,0.35,29.06975,97254.25043511613,-509546.28052431584,704054.7813945481,309592.1076323632
All Poultry,Small holder,Adult,Adult,Overall,2019,Mortality,Non-infectious,1211638.6056798075,3857042.2160768104,-6348164.137830741,8771441.349190356,National,Condition C,0.15,29.06975,41680.3930436212,-218376.9773675639,301737.76345480635,132682.33184244137
All Poultry,Small holder,Adult,Adult,Overall,2019,Production loss,External,8155951.11473065,13977164.3466007,-19239291.004606724,35551193.23406802,National,Cause A,0.5,29.06975,280564.8866856664,-661832.0076576759,1222961.7810290086,480814.7420119093
All Poultry,Small holder,Adult,Adult,Overall,2019,Production loss,External,5709165.780311454,9784015.04262049,-13467503.703224704,24885835.26384761,National,Cause B,0.35,29.06975,196395.42067996642,-463282.405360373,856073.2467203059,336570.3194083365
All Poultry,Small holder,Adult,Adult,Overall,2019,Production loss,External,2446785.3344191946,4193149.30398021,-5771787.301382016,10665357.970220406,National,Cause C,0.15,29.06975,84169.4660056999,-198549.60229730274,366888.53430870257,144244.42260357278
All Poultry,Small holder,Adult,Adult,Overall,2019,Production loss,Infectious,0.0,0.0,0.0,0.0,National,PPR,0.0,29.06975,0.0,0.0,0.0,0.0
All Poultry,Small holder,Adult,Adult,Overall,2019,Production loss,Infectious,0.0,0.0,0.0,0.0,National,Brucellosis,0.0,29.06975,0.0,0.0,0.0,0.0
All Poultry,Small holder,Adult,Adult,Overall,2019,Production loss,Infectious,48392228.0311685,81559883.20339,-111465143.0474759,208249599.1098129,National,Other Infectious,1.0,29.06975,1664693.6430883822,-3834403.2214751043,7163790.507651868,2805661.6655936157
All Poultry,Small holder,Adult,Adult,Overall,2019,Production loss,Non-infectious,19367052.2814023,33192785.45962195,-45690807.21945672,84424911.78226133,National,Condition A,0.5,29.06975,666226.9982164381,-1571764.711408138,2904218.7078410145,1141832.5049104982
All Poultry,Small holder,Adult,Adult,Overall,2019,Production loss,Non-infectious,13556936.59698161,23234949.821735363,-31983565.053619705,59097438.24758292,National,Condition B,0.35,29.06975,466358.89875150664,-1100235.2979856967,2032953.0954887099,799282.7534373486
All Poultry,Small holder,Adult,Adult,Overall,2019,Production loss,Non-infectious,5810115.68442069,9957835.637886584,-13707242.165837012,25327473.534678392,National,Condition C,0.15,29.06975,199868.0994649314,-471529.4134224413,871265.6123523042,342549.7514731494
All Poultry,Small holder,Adult,Adult,Overall,2020,Health cost,External,-107101.25739527149,5406.427878648391,-117697.85603742233,-96504.65875312065,National,Cause A,0.5,34.9271654040404,-3066.417104174218,-3369.808419202749,-2763.0257891456863,154.7914872594548
All Poultry,Small holder,Adult,Adult,Overall,2020,Health cost,External,-74970.88017669004,3784.4995150538734,-82388.49922619564,-67553.26112718445,National,Cause B,0.35,34.9271654040404,-2146.4919729219523,-2358.8658934419245,-1934.1180524019803,108.35404108161836
All Poultry,Small holder,Adult,Adult,Overall,2020,Health cost,External,-32130.377218581445,1621.9283635945171,-35309.356811226695,-28951.39762593619,National,Cause C,0.15,34.9271654040404,-919.9251312522653,-1010.9425257608245,-828.9077367437059,46.43744617783644
All Poultry,Small holder,Adult,Adult,Overall,2020,Health cost,Infectious,-0.0,0.0,-0.0,0.0,National,PPR,0.0,34.9271654040404,-0.0,-0.0,0.0,0.0
All Poultry,Small holder,Adult,Adult,Overall,2020,Health cost,Infectious,-0.0,0.0,-0.0,0.0,National,Brucellosis,0.0,34.9271654040404,-0.0,-0.0,0.0,0.0
All Poultry,Small holder,Adult,Adult,Overall,2020,Health cost,Infectious,-214202.51479054298,10812.855757296782,-235395.71207484466,-193009.3175062413,National,Other Infectious,1.0,34.9271654040404,-6132.834208348436,-6739.616838405498,-5526.051578291373,309.5829745189096
All Poultry,Small holder,Adult,Adult,Overall,2020,Health cost,Non-infectious,-107101.25739527149,5406.427878648391,-117697.85603742233,-96504.65875312065,National,Condition A,0.5,34.9271654040404,-3066.417104174218,-3369.808419202749,-2763.0257891456863,154.7914872594548
All Poultry,Small holder,Adult,Adult,Overall,2020,Health cost,Non-infectious,-74970.88017669004,3784.4995150538734,-82388.49922619564,-67553.26112718445,National,Condition B,0.35,34.9271654040404,-2146.4919729219523,-2358.8658934419245,-1934.1180524019803,108.35404108161836
All Poultry,Small holder,Adult,Adult,Overall,2020,Health cost,Non-infectious,-32130.377218581445,1621.9283635945171,-35309.356811226695,-28951.39762593619,National,Condition C,0.15,34.9271654040404,-919.9251312522653,-1010.9425257608245,-828.9077367437059,46.43744617783644
All Poultry,Small holder,Adult,Adult,Overall,2020,Mortality,External,4432937.988429965,13953999.7351213,-22916901.492407784,31782777.46926771,National,Cause A,0.5,34.9271654040404,126919.4890896345,-656134.0213928937,909972.9995721626,399517.0971849634
All Poultry,Small holder,Adult,Adult,Overall,2020,Mortality,External,3103056.5919009754,9767799.814584909,-16041831.044685446,22247944.228487395,National,Cause B,0.35,34.9271654040404,88843.64236274414,-459293.81497502554,636981.0997005138,279661.9680294743
All Poultry,Small holder,Adult,Adult,Overall,2020,Mortality,External,1329881.3965289895,4186199.92053639,-6875070.447722334,9534833.240780314,National,Cause C,0.15,34.9271654040404,38075.84672689035,-196840.20641786812,272991.8998716488,119855.12915548902
All Poultry,Small holder,Adult,Adult,Overall,2020,Mortality,Infectious,0.0,0.0,0.0,0.0,National,PPR,0.0,34.9271654040404,0.0,0.0,0.0,0.0
All Poultry,Small holder,Adult,Adult,Overall,2020,Mortality,Infectious,0.0,0.0,0.0,0.0,National,Brucellosis,0.0,34.9271654040404,0.0,0.0,0.0,0.0
All Poultry,Small holder,Adult,Adult,Overall,2020,Mortality,Infectious,23683775.9118086,74100306.5499417,-121552824.92607714,168920376.74969435,National,Other Infectious,1.0,34.9271654040404,678090.410081456,-3480180.0695803333,4836360.889743246,2121566.571256015
All Poultry,Small holder,Adult,Adult,Overall,2020,Mortality,Non-infectious,4240735.119879325,13499647.7562688,-22218574.48240752,30700044.72216617,National,Condition A,0.5,34.9271654040404,121416.52695894851,-636140.2142252648,878973.2681431618,386508.541420517
All Poultry,Small holder,Adult,Adult,Overall,2020,Mortality,Non-infectious,2968514.5839155274,9449753.429388158,-15553002.137685262,21490031.305516317,National,Condition B,0.35,34.9271654040404,84991.56887126395,-445298.1499576853,615281.2877002133,270555.9789943619
All Poultry,Small holder,Adult,Adult,Overall,2020,Mortality,Non-infectious,1272220.5359637975,4049894.3268806394,-6665572.344722256,9210013.41664985,National,Condition C,0.15,34.9271654040404,36424.95808768455,-190842.06426757947,263691.9804429485,115952.5624261551
All Poultry,Small holder,Adult,Adult,Overall,2020,Production loss,External,8563748.67046715,14676022.5639307,-20201255.554837022,37328752.895771325,National,Cause A,0.5,34.9271654040404,245188.76843857727,-578382.3371048635,1068759.873982018,420189.33956298
All Poultry,Small holder,Adult,Adult,Overall,2020,Production loss,External,5994624.069327004,10273215.79475149,-14140878.888385914,26130127.027039923,National,Cause B,0.35,34.9271654040404,171632.13790700407,-404867.63597340445,748131.9117874126,294132.537694086
All Poultry,Small holder,Adult,Adult,Overall,2020,Production loss,External,2569124.6011401447,4402806.76917921,-6060376.666451106,11198625.868731396,National,Cause C,0.15,34.9271654040404,73556.63053157319,-173514.70113145903,320627.96219460544,126056.801868894
All Poultry,Small holder,Adult,Adult,Overall,2020,Production loss,Infectious,0.0,0.0,0.0,0.0,National,PPR,0.0,34.9271654040404,0.0,0.0,0.0,0.0
All Poultry,Small holder,Adult,Adult,Overall,2020,Production loss,Infectious,0.0,0.0,0.0,0.0,National,Brucellosis,0.0,34.9271654040404,0.0,0.0,0.0,0.0
All Poultry,Small holder,Adult,Adult,Overall,2020,Production loss,Infectious,50811839.4327269,85637877.3635595,-117038400.19984972,218662079.0653035,National,Other Infectious,1.0,34.9271654040404,1454794.2509771762,-3350927.532937174,6260516.034891526,2451898.8693440566
All Poultry,Small holder,Adult,Adult,Overall,2020,Production loss,Non-infectious,20335404.89547245,34852424.73260305,-47975347.580429524,88646157.37137443,National,Condition A,0.5,34.9271654040404,582223.1681337653,-1373582.6261721114,2538028.9624396423,997860.0991356514
All Poultry,Small holder,Adult,Adult,Overall,2020,Production loss,Non-infectious,14234783.426830713,24396697.312822133,-33582743.30630067,62052310.15996209,National,Condition B,0.35,34.9271654040404,407556.2176936357,-961507.838320478,1776620.2737077493,698502.069394956
All Poultry,Small holder,Adult,Adult,Overall,2020,Production loss,Non-infectious,6100621.468641735,10455727.419780916,-14392604.274128858,26593847.21141233,National,Condition C,0.15,34.9271654040404,174666.9504401296,-412074.7878516334,761408.6887318927,299358.0297406955
All Poultry,Small holder,Adult,Adult,Overall,2021,Health cost,External,-112456.32026503503,5676.7492725808115,-123582.74883929342,-101329.89169077664,National,Cause A,0.5,34.9271654040404,-3219.737959382928,-3538.2988401628854,-2901.1770786029697,162.5310616224276
All Poultry,Small holder,Adult,Adult,Overall,2021,Health cost,External,-78719.42418552452,3973.7244908065677,-86507.92418750538,-70930.92418354366,National,Cause B,0.35,34.9271654040404,-2253.8165715680493,-2476.80918811402,-2030.823955022079,113.77174313569931
All Poultry,Small holder,Adult,Adult,Overall,2021,Health cost,External,-33736.89607951051,1703.0247817742434,-37074.824651788025,-30398.967507232992,National,Cause C,0.15,34.9271654040404,-965.9213878148782,-1061.4896520488658,-870.3531235808908,48.759318486728276
All Poultry,Small holder,Adult,Adult,Overall,2021,Health cost,Infectious,-0.0,0.0,-0.0,0.0,National,PPR,0.0,34.9271654040404,-0.0,-0.0,0.0,0.0
All Poultry,Small holder,Adult,Adult,Overall,2021,Health cost,Infectious,-0.0,0.0,-0.0,0.0,National,Brucellosis,0.0,34.9271654040404,-0.0,-0.0,0.0,0.0
All Poultry,Small holder,Adult,Adult,Overall,2021,Health cost,Infectious,-224912.64053007006,11353.498545161623,-247165.49767858683,-202659.78338155328,National,Other Infectious,1.0,34.9271654040404,-6439.475918765856,-7076.597680325771,-5802.354157205939,325.0621232448552
All Poultry,Small holder,Adult,Adult,Overall,2021,Health cost,Non-infectious,-112456.32026503503,5676.7492725808115,-123582.74883929342,-101329.89169077664,National,Condition A,0.5,34.9271654040404,-3219.737959382928,-3538.2988401628854,-2901.1770786029697,162.5310616224276
All Poultry,Small holder,Adult,Adult,Overall,2021,Health cost,Non-infectious,-78719.42418552452,3973.7244908065677,-86507.92418750538,-70930.92418354366,National,Condition B,0.35,34.9271654040404,-2253.8165715680493,-2476.80918811402,-2030.823955022079,113.77174313569931
All Poultry,Small holder,Adult,Adult,Overall,2021,Health cost,Non-infectious,-33736.89607951051,1703.0247817742434,-37074.824651788025,-30398.967507232992,National,Condition C,0.15,34.9271654040404,-965.9213878148782,-1061.4896520488658,-870.3531235808908,48.759318486728276
All Poultry,Small holder,Adult,Adult,Overall,2021,Mortality,External,4654584.887851465,14651699.72187735,-24062746.56702814,33371916.34273107,National,Cause A,0.5,34.9271654040404,133265.46354411624,-688940.7224625375,955471.6495507701,419492.95204421115
All Poultry,Small holder,Adult,Adult,Overall,2021,Mortality,External,3258209.421496025,10256189.805314144,-16843922.596919697,23360341.43991175,National,Cause B,0.35,34.9271654040404,93285.82448088136,-482258.50572377624,668830.1546855391,293645.0664309478
