region,scope,number_of_countries,antimicrobial_class,amu_tonnes,importance_ctg,biomass_total_kg,amu_mg_perkgbiomass
"Asia, Far East and Oceania",AGP,6.0,sulfonamides__including_trimethoprim,0.77,B: Highly Important,,
"Asia, Far East and Oceania",AGP,6.0,tetracyclines,12284.669,B: Highly Important,,
"Asia, Far East and Oceania",AGP,6.0,total_antimicrobials,16970.075,D: Unknown,,
"Asia, Far East and Oceania",All,22.0,aggregated_class_data,177.2729,D: Unknown,282812613977.946,0.6268210512485272
"Asia, Far East and Oceania",All,22.0,aminoglycosides,1425.6633331469927,A: Critically Important,282812613977.946,5.041017488909343
"Asia, Far East and Oceania",All,22.0,amphenicols,2422.62492398,B: Highly Important,282812613977.946,8.566184124195107
"Asia, Far East and Oceania",All,22.0,fluoroquinolones,867.5345784811577,A: Critically Important,282812613977.946,3.067524345108627
"Asia, Far East and Oceania",All,22.0,lincosamides,647.3119385724606,B: Highly Important,282812613977.946,2.2888368714096274
"Asia, Far East and Oceania",All,22.0,macrolides,3981.0877146068183,A: Critically Important,282812613977.946,14.076768566331584
"Asia, Far East and Oceania",All,22.0,others,2155.338212159426,D: Unknown,282812613977.946,7.621082319643287
"Asia, Far East and Oceania",All,22.0,penicillins,5809.310729588148,A: Critically Important,282812613977.946,20.541200931162017
"Asia, Far East and Oceania",All,22.0,pleuromutilins,1161.8913148328797,C: Other,282812613977.946,4.108343324896693
"Asia, Far East and Oceania",All,22.0,polypeptides,3055.9833601249356,C: Other,282812613977.946,10.805682664363918
"Asia, Far East and Oceania",All,22.0,quinoxalines,1346.323,C: Other,282812613977.946,4.760477197473899
"Asia, Far East and Oceania",All,22.0,sulfonamides__including_trimethoprim,1892.112045819472,B: Highly Important,282812613977.946,6.690338239181301
"Asia, Far East and Oceania",All,22.0,tetracyclines,16562.587335943434,B: Highly Important,282812613977.946,58.56382112162438
"Asia, Far East and Oceania",All,22.0,total_antimicrobials,41505.041387255726,D: Unknown,282812613977.946,146.75809824554833
"Asia, Far East and Oceania",Terrestrial Food Producing,9.0,aggregated_class_data,136.05182000000002,D: Unknown,227493629165.94614,0.5980467255228342
"Asia, Far East and Oceania",Terrestrial Food Producing,9.0,aminoglycosides,1210.6992128601441,A: Critically Important,227493629165.94614,5.321903814620649
"Asia, Far East and Oceania",Terrestrial Food Producing,9.0,amphenicols,2141.469115,B: Highly Important,227493629165.94614,9.413314662266417
"Asia, Far East and Oceania",Terrestrial Food Producing,9.0,fluoroquinolones,474.69859099,A: Critically Important,227493629165.94614,2.086645646870969
"Asia, Far East and Oceania",Terrestrial Food Producing,9.0,lincosamides,490.94257899999997,B: Highly Important,227493629165.94614,2.1580497915477004
"Asia, Far East and Oceania",Terrestrial Food Producing,9.0,macrolides,2131.053008,A: Critically Important,227493629165.94614,9.36752829436597
"Asia, Far East and Oceania",Terrestrial Food Producing,9.0,others,649.2877033171796,D: Unknown,227493629165.94614,2.8540918077470825
"Asia, Far East and Oceania",Terrestrial Food Producing,9.0,penicillins,3496.1875820142955,A: Critically Important,227493629165.94614,15.368287871762718
"Asia, Far East and Oceania",Terrestrial Food Producing,9.0,pleuromutilins,639.7021958830197,C: Other,227493629165.94614,2.811956529193116
"Asia, Far East and Oceania",Terrestrial Food Producing,9.0,polypeptides,445.3586103841463,C: Other,227493629165.94614,1.9576750875044404
"Asia, Far East and Oceania",Terrestrial Food Producing,9.0,quinoxalines,20.372,C: Other,227493629165.94614,0.08954976046885059
"Asia, Far East and Oceania",Terrestrial Food Producing,9.0,sulfonamides__including_trimethoprim,1367.8022367092183,B: Highly Important,227493629165.94614,6.012485895644442
"Asia, Far East and Oceania",Terrestrial Food Producing,9.0,tetracyclines,2778.4762788979688,B: Highly Important,227493629165.94614,12.213424565270785
"Asia, Far East and Oceania",Terrestrial Food Producing,9.0,total_antimicrobials,15982.100933055974,D: Unknown,227493629165.94614,70.25296045278597
Europe,AGP,0.0,aggregated_class_data,0.0,D: Unknown,,
Europe,AGP,0.0,aminoglycosides,0.0,A: Critically Important,,
Europe,AGP,0.0,amphenicols,0.0,B: Highly Important,,
Europe,AGP,0.0,fluoroquinolones,0.0,A: Critically Important,,
Europe,AGP,0.0,lincosamides,0.0,B: Highly Important,,
Europe,AGP,0.0,macrolides,0.0,A: Critically Important,,
Europe,AGP,0.0,others,0.0,D: Unknown,,
Europe,AGP,0.0,penicillins,0.0,A: Critically Important,,
Europe,AGP,0.0,pleuromutilins,0.0,C: Other,,
Europe,AGP,0.0,polypeptides,0.0,C: Other,,
Europe,AGP,0.0,quinoxalines,0.0,C: Other,,
Europe,AGP,0.0,sulfonamides__including_trimethoprim,0.0,B: Highly Important,,
Europe,AGP,0.0,tetracyclines,0.0,B: Highly Important,,
Europe,AGP,0.0,total_antimicrobials,0.0,D: Unknown,,
Europe,All,41.0,aggregated_class_data,10.414200000000001,D: Unknown,136752195587.50722,0.07615380473607089
Europe,All,41.0,aminoglycosides,527.6433177347999,A: Critically Important,136752195587.50722,3.858390100926481
Europe,All,41.0,amphenicols,243.87317625000006,B: Highly Important,136752195587.50722,1.7833218340830699
Europe,All,41.0,fluoroquinolones,219.0016683226101,A: Critically Important,136752195587.50722,1.6014490106118389
Europe,All,41.0,lincosamides,303.67643927872007,B: Highly Important,136752195587.50722,2.2206330068346043
Europe,All,41.0,macrolides,565.3769923958588,A: Critically Important,136752195587.50722,4.134317478172233
Europe,All,41.0,others,182.5446723087,D: Unknown,136752195587.50722,1.3348573419568268
Europe,All,41.0,penicillins,1957.1912464123898,A: Critically Important,136752195587.50722,14.311954831906084
Europe,All,41.0,pleuromutilins,194.229793234,C: Other,136752195587.50722,1.4203047519607324
Europe,All,41.0,polypeptides,234.45246842576483,C: Other,136752195587.50722,1.7144329377566707
Europe,All,41.0,quinoxalines,0.0,C: Other,136752195587.50722,0.0
Europe,All,41.0,sulfonamides__including_trimethoprim,741.2669017732101,B: Highly Important,136752195587.50722,5.4205118871300035
Europe,All,41.0,tetracyclines,2320.56904184088,B: Highly Important,136752195587.50722,16.969153817760507
Europe,All,41.0,total_antimicrobials,7500.239917976934,D: Unknown,136752195587.50722,54.84548080383513
Europe,Terrestrial Food Producing,10.0,aggregated_class_data,0.055,D: Unknown,133355079235.00725,0.0004124327345872992
Europe,Terrestrial Food Producing,10.0,aminoglycosides,81.437791987,A: Critically Important,133355079235.00725,0.6106838408718192
Europe,Terrestrial Food Producing,10.0,amphenicols,28.0098675,B: Highly Important,133355079235.00725,0.21003974997187125
Europe,Terrestrial Food Producing,10.0,fluoroquinolones,4.3627758624999995,A: Critically Important,133355079235.00725,0.03271548326113341
Europe,Terrestrial Food Producing,10.0,lincosamides,10.19814494,B: Highly Important,133355079235.00725,0.07647361464221507
Europe,Terrestrial Food Producing,10.0,macrolides,70.04560975005869,A: Critically Important,133355079235.00725,0.525256406819118
Europe,Terrestrial Food Producing,10.0,others,9.090913818,D: Unknown,133355079235.00725,0.06817073537918555
Europe,Terrestrial Food Producing,10.0,penicillins,206.96175723087998,A: Critically Important,133355079235.00725,1.5519600634495376
Europe,Terrestrial Food Producing,10.0,pleuromutilins,15.7585171,C: Other,133355079235.00725,0.11816960546534029
Europe,Terrestrial Food Producing,10.0,polypeptides,22.640610553204002,C: Other,133355079235.00725,0.16977688951243622
Europe,Terrestrial Food Producing,10.0,quinoxalines,0.0,C: Other,133355079235.00725,0.0
Europe,Terrestrial Food Producing,10.0,sulfonamides__including_trimethoprim,165.7287011,B: Highly Important,133355079235.00725,1.2427625708049843
Europe,Terrestrial Food Producing,10.0,tetracyclines,365.09917541999994,B: Highly Important,133355079235.00725,2.737797296618884
Europe,Terrestrial Food Producing,10.0,total_antimicrobials,979.3888652616425,D: Unknown,133355079235.00725,7.344218689531112
Middle East,AGP,0.0,aggregated_class_data,0.0,D: Unknown,,
Middle East,AGP,0.0,aminoglycosides,0.0,A: Critically Important,,
Middle East,AGP,0.0,amphenicols,0.0,B: Highly Important,,
Middle East,AGP,0.0,fluoroquinolones,0.0,A: Critically Important,,
Middle East,AGP,0.0,lincosamides,0.0,B: Highly Important,,
Middle East,AGP,0.0,macrolides,0.0,A: Critically Important,,
Middle East,AGP,0.0,others,0.0,D: Unknown,,
Middle East,AGP,0.0,penicillins,0.0,A: Critically Important,,
Middle East,AGP,0.0,pleuromutilins,0.0,C: Other,,
Middle East,AGP,0.0,polypeptides,0.0,C: Other,,
Middle East,AGP,0.0,quinoxalines,0.0,C: Other,,
Middle East,AGP,0.0,sulfonamides__including_trimethoprim,0.0,B: Highly Important,,
Middle East,AGP,0.0,tetracyclines,0.0,B: Highly Important,,
Middle East,AGP,0.0,total_antimicrobials,0.0,D: Unknown,,
Middle East,All,3.0,aggregated_class_data,0.0,D: Unknown,2446925465.033676,0.0
Middle East,All,3.0,aminoglycosides,4.651,A: Critically Important,2446925465.033676,1.9007526246558515
Middle East,All,3.0,amphenicols,1.6,B: Highly Important,2446925465.033676,0.653881788744219
Middle East,All,3.0,fluoroquinolones,0.729,A: Critically Important,2446925465.033676,0.2979248899965848
Middle East,All,3.0,lincosamides,0.06,B: Highly Important,2446925465.033676,0.02452056707790821
Middle East,All,3.0,macrolides,8.01,A: Critically Important,2446925465.033676,3.2734957049007463
Middle East,All,3.0,others,0.757,D: Unknown,2446925465.033676,0.3093678212996086
Middle East,All,3.0,penicillins,4.881,A: Critically Important,2446925465.033676,1.994748131787833
Middle East,All,3.0,pleuromutilins,0.0,C: Other,2446925465.033676,0.0
Middle East,All,3.0,polypeptides,0.05,C: Other,2446925465.033676,0.020433805898256843
Middle East,All,3.0,quinoxalines,0.15,C: Other,2446925465.033676,0.06130141769477052
Middle East,All,3.0,sulfonamides__including_trimethoprim,2.245,B: Highly Important,2446925465.033676,0.9174778848317323
Middle East,All,3.0,tetracyclines,10.79,B: Highly Important,2446925465.033676,4.409615312843826
Middle East,All,3.0,total_antimicrobials,33.923,D: Unknown,2446925465.033676,13.863519949731337
Middle East,Terrestrial Food Producing,1.0,aggregated_class_data,0.0,D: Unknown,2421760815.033676,0.0
Middle East,Terrestrial Food Producing,1.0,aminoglycosides,2.97,A: Critically Important,2421760815.033676,1.226380401220052
Middle East,Terrestrial Food Producing,1.0,amphenicols,1.5,B: Highly Important,2421760815.033676,0.6193840410202284
Middle East,Terrestrial Food Producing,1.0,fluoroquinolones,0.16,A: Critically Important,2421760815.033676,0.0660676310421577
Middle East,Terrestrial Food Producing,1.0,lincosamides,0.0,B: Highly Important,2421760815.033676,0.0
Middle East,Terrestrial Food Producing,1.0,macrolides,7.79,A: Critically Important,2421760815.033676,3.2166677863650524
Middle East,Terrestrial Food Producing,1.0,others,0.255,D: Unknown,2421760815.033676,0.10529528697343882
Middle East,Terrestrial Food Producing,1.0,penicillins,2.525,A: Critically Important,2421760815.033676,1.042629802384051
Middle East,Terrestrial Food Producing,1.0,pleuromutilins,0.0,C: Other,2421760815.033676,0.0
Middle East,Terrestrial Food Producing,1.0,polypeptides,0.0,C: Other,2421760815.033676,0.0
Middle East,Terrestrial Food Producing,1.0,quinoxalines,0.0,C: Other,2421760815.033676,0.0
Middle East,Terrestrial Food Producing,1.0,sulfonamides__including_trimethoprim,1.125,B: Highly Important,2421760815.033676,0.4645380307651712
Middle East,Terrestrial Food Producing,1.0,tetracyclines,8.023,B: Highly Important,2421760815.033676,3.312878774070194
Middle East,Terrestrial Food Producing,1.0,total_antimicrobials,24.348,D: Unknown,2421760815.033676,10.053841753840345
