location_name,map_id,reporting_year,antibiotic_pathogen_combo,sum_isolates,overall_prev,prop_2_5,prop_97_5,woah_region,antimicrobial_class,pathogen
ARGENTINA,ARG,2013,Fluoroquinolones & E. coli,57,0.0,6.044992e-05,0.00028540041,Americas,Fluoroquinolones,E. coli
ARGENTINA,ARG,2013,Macrolides & S. aureus,96,0.02311503319,0.0016525448100000002,0.04752253777,Americas,Macrolides,S. aureus
ARGENTINA,ARG,2013,Third generation cephalosporins & E. coli,38,0.0,4.225583e-05,0.00030211881,Americas,Third generation cephalosporins,E. coli
ARGENTINA,ARG,2014,Aminoglycosides & E. coli,90,0.09913968797,0.04321000035,0.1550023009,Americas,Aminoglycosides,E. coli
ARGENTINA,ARG,2014,Aminopenicillins & E. coli,90,0.07890156804,0.02780558992,0.1283778422,Americas,Aminopenicillins,E. coli
ARGENTINA,ARG,2014,Aminopenicillins with beta-lactamase inhibitors & E. coli,90,0.0078087645500000006,0.00212976787,0.01383115209,Americas,Aminopenicillins with beta-lactamase inhibitors,E. coli
ARGENTINA,ARG,2014,Third generation cephalosporins & E. coli,180,0.0,3.1831720000000004e-05,0.00017723327,Americas,Third generation cephalosporins,E. coli
ARGENTINA,ARG,2015,Fluoroquinolones & Non-typhoidal Salmonella,12,0.0,2.0412199999999997e-06,0.00010370058999999999,Americas,Fluoroquinolones,Non-typhoidal Salmonella
ARGENTINA,ARG,2016,Fluoroquinolones & Non-typhoidal Salmonella,50,0.0,1.6525200000000002e-06,5.127672e-05,Americas,Fluoroquinolones,Non-typhoidal Salmonella
AUSTRALIA,AUS,2004,Aminoglycosides & E. coli,645,0.00100293037,0.00028586757000000003,0.00193113177,"Asia, Far East and Oceania",Aminoglycosides,E. coli
AUSTRALIA,AUS,2004,Aminopenicillins & E. coli,645,0.07492242374,0.06417394573,0.08588630077,"Asia, Far East and Oceania",Aminopenicillins,E. coli
AUSTRALIA,AUS,2004,Fluoroquinolones & E. coli,1290,0.0006975833100000001,0.00032431136,0.0019313333499999998,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
AUSTRALIA,AUS,2004,Third generation cephalosporins & E. coli,645,0.0,4.347572e-05,0.00017705236,"Asia, Far East and Oceania",Third generation cephalosporins,E. coli
AUSTRIA,AUT,2016,Aminoglycosides & E. coli,170,0.004727623429999999,0.00118860056,0.00827776316,Europe,Aminoglycosides,E. coli
AUSTRIA,AUT,2016,Aminopenicillins & E. coli,170,0.04412448533,0.03519875115,0.05281257997,Europe,Aminopenicillins,E. coli
AUSTRIA,AUT,2016,Fluoroquinolones & E. coli,340,0.06303497904000001,0.05532824291,0.07066967997,Europe,Fluoroquinolones,E. coli
AUSTRIA,AUT,2016,Fluoroquinolones & Non-typhoidal Salmonella,261,0.05953303576,0.05170543509,0.06761297735,Europe,Fluoroquinolones,Non-typhoidal Salmonella
AUSTRIA,AUT,2016,Third generation cephalosporins & E. coli,340,0.00078793724,0.00024978235,0.00212240575,Europe,Third generation cephalosporins,E. coli
AUSTRIA,AUT,2017,Aminoglycosides & E. coli,361,0.0086199105,0.0027520320999999998,0.01860362284,Europe,Aminoglycosides,E. coli
AUSTRIA,AUT,2017,Aminopenicillins & E. coli,361,0.114971357,0.08364204198,0.14720157849999999,Europe,Aminopenicillins,E. coli
AUSTRIA,AUT,2017,Fluoroquinolones & E. coli,361,0.0335676274,0.01400807431,0.05258425013,Europe,Fluoroquinolones,E. coli
AUSTRIA,AUT,2017,Third generation cephalosporins & E. coli,361,0.01150301827,0.00335234317,0.02270397187,Europe,Third generation cephalosporins,E. coli
AUSTRIA,AUT,2018,Aminoglycosides & E. coli,174,0.00538876617,0.0016725541299999998,0.00908531006,Europe,Aminoglycosides,E. coli
AUSTRIA,AUT,2018,Aminopenicillins & E. coli,174,0.04464977682,0.03576816858,0.05349117002,Europe,Aminopenicillins,E. coli
AUSTRIA,AUT,2018,Fluoroquinolones & E. coli,348,0.07159360766,0.06391043578,0.07905565688,Europe,Fluoroquinolones,E. coli
AUSTRIA,AUT,2018,Fluoroquinolones & Non-typhoidal Salmonella,265,0.08542428999,0.07867089528,0.09259595426,Europe,Fluoroquinolones,Non-typhoidal Salmonella
AUSTRIA,AUT,2018,Third generation cephalosporins & E. coli,174,0.0,8.100000000000001e-07,1.956035e-05,Europe,Third generation cephalosporins,E. coli
AUSTRIA,AUT,2019,Aminoglycosides & E. coli,174,0.00791283135,0.00061397824,0.015291050669999999,Europe,Aminoglycosides,E. coli
AUSTRIA,AUT,2019,Aminopenicillins & E. coli,174,0.08308472919,0.06214844738,0.1040535397,Europe,Aminopenicillins,E. coli
AUSTRIA,AUT,2020,Aminoglycosides & E. coli,170,0.004727623429999999,0.00120715325,0.00830131741,Europe,Aminoglycosides,E. coli
AUSTRIA,AUT,2020,Aminopenicillins & E. coli,170,0.046488297039999994,0.0374181557,0.05567575409,Europe,Aminopenicillins,E. coli
AUSTRIA,AUT,2020,Fluoroquinolones & Non-typhoidal Salmonella,257,0.08756220824,0.07998653987,0.09505847425000001,Europe,Fluoroquinolones,Non-typhoidal Salmonella
BANGLADESH,BGD,2005,Aminoglycosides & E. coli,17,0.1569633063,0.10486795900000001,0.2090698042,"Asia, Far East and Oceania",Aminoglycosides,E. coli
BANGLADESH,BGD,2005,Aminopenicillins & E. coli,17,0.2125041685,0.1766231071,0.23993147239999998,"Asia, Far East and Oceania",Aminopenicillins,E. coli
BANGLADESH,BGD,2005,Fluoroquinolones & E. coli,17,0.1279854651,0.07365743105,0.18165063150000002,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
BANGLADESH,BGD,2006,Aminoglycosides & E. coli,50,0.1835263273,0.15664196560000002,0.210603993,"Asia, Far East and Oceania",Aminoglycosides,E. coli
BANGLADESH,BGD,2006,Aminopenicillins & E. coli,50,0.1400595656,0.10911862850000001,0.1715899157,"Asia, Far East and Oceania",Aminopenicillins,E. coli
BANGLADESH,BGD,2006,Fluoroquinolones & E. coli,50,0.1980152479,0.1738428005,0.2221790113,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
BANGLADESH,BGD,2006,Third generation cephalosporins & E. coli,50,0.16420776660000003,0.1346028886,0.1934022207,"Asia, Far East and Oceania",Third generation cephalosporins,E. coli
BANGLADESH,BGD,2007,Aminoglycosides & E. coli,30,0.1279854651,0.0872350769,0.16782894729999998,"Asia, Far East and Oceania",Aminoglycosides,E. coli
BANGLADESH,BGD,2007,Fluoroquinolones & E. coli,30,0.0724446029,0.03506925758,0.1096308329,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
BANGLADESH,BGD,2009,Aminoglycosides & E. coli,274,0.10129905909999999,0.08691428318,0.11554103489999999,"Asia, Far East and Oceania",Aminoglycosides,E. coli
BANGLADESH,BGD,2009,Aminopenicillins & E. coli,274,0.03440677977,0.02546947377,0.04341778828,"Asia, Far East and Oceania",Aminopenicillins,E. coli
BANGLADESH,BGD,2009,Fluoroquinolones & E. coli,274,0.01803183182,0.009248646579999999,0.02627473585,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
BANGLADESH,BGD,2010,Fluoroquinolones & Non-typhoidal Salmonella,729,0.06899959206,0.060181798349999996,0.07798184322,"Asia, Far East and Oceania",Fluoroquinolones,Non-typhoidal Salmonella
BANGLADESH,BGD,2011,Aminoglycosides & E. coli,40,0.8140588526000001,0.7793414838,0.8488062515999999,"Asia, Far East and Oceania",Aminoglycosides,E. coli
BANGLADESH,BGD,2011,Aminopenicillins & E. coli,10,0.7585179903,0.7580606929,0.7585051169,"Asia, Far East and Oceania",Aminopenicillins,E. coli
BANGLADESH,BGD,2011,Fluoroquinolones & E. coli,10,0.0,1.53889e-05,0.00045951898,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
BANGLADESH,BGD,2012,Aminoglycosides & E. coli,36,0.1666225867,0.1094934105,0.2253004829,"Asia, Far East and Oceania",Aminoglycosides,E. coli
BANGLADESH,BGD,2012,Aminopenicillins & E. coli,36,0.3038670469,0.18610298449999998,0.41751274850000003,"Asia, Far East and Oceania",Aminopenicillins,E. coli
BANGLADESH,BGD,2012,Aminopenicillins with beta-lactamase inhibitors & E. coli,23,0.0,1.078277e-05,0.00030269761,"Asia, Far East and Oceania",Aminopenicillins with beta-lactamase inhibitors,E. coli
BANGLADESH,BGD,2012,Fluoroquinolones & E. coli,36,0.055540862219999994,0.00409474318,0.1080315436,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
BANGLADESH,BGD,2012,Fluoroquinolones & Non-typhoidal Salmonella,8,0.2125041685,0.1600820955,0.23908093139999997,"Asia, Far East and Oceania",Fluoroquinolones,Non-typhoidal Salmonella
BANGLADESH,BGD,2012,Fluoroquinolones & S. aureus,17,0.18204431769999999,0.03604925457,0.3237272061,"Asia, Far East and Oceania",Fluoroquinolones,S. aureus
BANGLADESH,BGD,2012,Third generation cephalosporins & E. coli,23,0.0,9.59953e-06,0.00030316869,"Asia, Far East and Oceania",Third generation cephalosporins,E. coli
BANGLADESH,BGD,2013,Aminoglycosides & E. coli,15,0.0,2.9598899999999995e-06,0.00011969410999999999,"Asia, Far East and Oceania",Aminoglycosides,E. coli
BANGLADESH,BGD,2013,Aminopenicillins & E. coli,15,0.0,4.47597e-06,0.00011841407,"Asia, Far East and Oceania",Aminopenicillins,E. coli
BANGLADESH,BGD,2013,Fluoroquinolones & E. coli,15,0.0,2.82732e-06,0.00011865658,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
BANGLADESH,BGD,2013,Fluoroquinolones & Non-typhoidal Salmonella,15,0.0,3.6169499999999997e-06,0.00011914805000000001,"Asia, Far East and Oceania",Fluoroquinolones,Non-typhoidal Salmonella
BANGLADESH,BGD,2013,Fluoroquinolones & S. aureus,12,0.1289480584,0.00448955592,0.28413294019999996,"Asia, Far East and Oceania",Fluoroquinolones,S. aureus
BANGLADESH,BGD,2013,Macrolides & S. aureus,12,0.5688884928,0.3955787667,0.7447371393000001,"Asia, Far East and Oceania",Macrolides,S. aureus
BANGLADESH,BGD,2013,Third generation cephalosporins & E. coli,15,0.0,2.6404899999999997e-06,0.00011862694,"Asia, Far East and Oceania",Third generation cephalosporins,E. coli
BANGLADESH,BGD,2014,Fluoroquinolones & S. aureus,12,0.0,9.74719e-06,0.00041952891999999997,"Asia, Far East and Oceania",Fluoroquinolones,S. aureus
BANGLADESH,BGD,2014,Macrolides & S. aureus,12,0.19600289780000002,0.1346941288,0.2293176485,"Asia, Far East and Oceania",Macrolides,S. aureus
BANGLADESH,BGD,2015,Aminoglycosides & E. coli,60,0.548764118,0.3073866649,0.7194743266,"Asia, Far East and Oceania",Aminoglycosides,E. coli
BANGLADESH,BGD,2015,Aminopenicillins & E. coli,60,0.5739616389,0.31883793699999996,0.7871614228,"Asia, Far East and Oceania",Aminopenicillins,E. coli
BANGLADESH,BGD,2015,Fluoroquinolones & E. coli,57,0.1255110794,0.022889024440000003,0.3171441,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
BANGLADESH,BGD,2015,Fluoroquinolones & Non-typhoidal Salmonella,18,0.01448892058,0.00087489257,0.03969943451,"Asia, Far East and Oceania",Fluoroquinolones,Non-typhoidal Salmonella
BANGLADESH,BGD,2015,Third generation cephalosporins & E. coli,7,0.0,1.896796e-05,0.00054813991,"Asia, Far East and Oceania",Third generation cephalosporins,E. coli
BANGLADESH,BGD,2016,Aminoglycosides & E. coli,11,0.06826661913,0.005074123000000001,0.1913467872,"Asia, Far East and Oceania",Aminoglycosides,E. coli
BANGLADESH,BGD,2016,Aminopenicillins & E. coli,11,0.41718489470000003,0.21118583600000002,0.6270167309,"Asia, Far East and Oceania",Aminopenicillins,E. coli
BANGLADESH,BGD,2016,Fluoroquinolones & E. coli,65,0.08517035981,0.01770507565,0.2086923373,"Asia, Far East and Oceania",Fluoroquinolones,E. coli
BANGLADESH,BGD,2016,Third generation cephalosporins & E. coli,11,0.2047998574,0.013017085159999999,0.3915393063,"Asia, Far East and Oceania",Third generation cephalosporins,E. coli
BELGIUM,BEL,2016,Aminoglycosides & E. coli,663,0.026101964560000003,0.01442291688,0.03921778041,Europe,Aminoglycosides,E. coli
BELGIUM,BEL,2016,Aminopenicillins & E. coli,663,0.5048375309,0.46246188699999996,0.543832867,Europe,Aminopenicillins,E. coli
BELGIUM,BEL,2016,Fluoroquinolones & E. coli,1989,0.1970510689,0.17986249489999998,0.2140939289,Europe,Fluoroquinolones,E. coli
BELGIUM,BEL,2016,Fluoroquinolones & Non-typhoidal Salmonella,511,0.1559025698,0.12730573950000001,0.1866432381,Europe,Fluoroquinolones,Non-typhoidal Salmonella
BELGIUM,BEL,2016,Third generation cephalosporins & E. coli,1989,0.00360799375,0.00268195965,0.007005186020000001,Europe,Third generation cephalosporins,E. coli
BELGIUM,BEL,2017,Aminoglycosides & E. coli,641,0.04090151002,0.02606172822,0.05745763231,Europe,Aminoglycosides,E. coli
BELGIUM,BEL,2017,Aminopenicillins & E. coli,641,0.5437267434999999,0.5036723007,0.5856740317,Europe,Aminopenicillins,E. coli
BELGIUM,BEL,2017,Fluoroquinolones & E. coli,1923,0.23704726520000002,0.2183229423,0.2563040299,Europe,Fluoroquinolones,E. coli
BELGIUM,BEL,2017,Fluoroquinolones & Non-typhoidal Salmonella,296,0.11790561220000001,0.09023456497,0.14730270839999998,Europe,Fluoroquinolones,Non-typhoidal Salmonella
BELGIUM,BEL,2017,Third generation cephalosporins & E. coli,1923,0.0846383189,0.06999106229,0.09818058366,Europe,Third generation cephalosporins,E. coli
BELGIUM,BEL,2018,Aminoglycosides & E. coli,146,0.02654955308,0.01475586718,0.03808971045,Europe,Aminoglycosides,E. coli
BELGIUM,BEL,2018,Aminopenicillins & E. coli,146,0.20409968930000003,0.19077151099999998,0.217695051,Europe,Aminopenicillins,E. coli
BELGIUM,BEL,2018,Fluoroquinolones & E. coli,292,0.14436319490000002,0.1291432991,0.1597706405,Europe,Fluoroquinolones,E. coli
BELGIUM,BEL,2018,Fluoroquinolones & Non-typhoidal Salmonella,204,0.08906789407,0.07406981316,0.1049017642,Europe,Fluoroquinolones,Non-typhoidal Salmonella
BELGIUM,BEL,2018,Third generation cephalosporins & E. coli,292,0.03650563548,0.025642551299999997,0.047474358089999995,Europe,Third generation cephalosporins,E. coli
BELGIUM,BEL,2019,Aminoglycosides & E. coli,516,0.03468149172,0.01973540237,0.05220359662,Europe,Aminoglycosides,E. coli
BELGIUM,BEL,2019,Aminopenicillins & E. coli,516,0.5813161964,0.5359647455000001,0.6260929575,Europe,Aminopenicillins,E. coli
BELGIUM,BEL,2019,Fluoroquinolones & Non-typhoidal Salmonella,103,0.012061727440000001,0.00072537907,0.02506219516,Europe,Fluoroquinolones,Non-typhoidal Salmonella
BELGIUM,BEL,2020,Aminoglycosides & E. coli,503,0.03874402526,0.02028364968,0.0565723393,Europe,Aminoglycosides,E. coli
BELGIUM,BEL,2020,Aminopenicillins & E. coli,503,0.6111857986,0.5639498822,0.6588054633,Europe,Aminopenicillins,E. coli
BELGIUM,BEL,2020,Fluoroquinolones & Non-typhoidal Salmonella,232,0.07936256491,0.06558593911,0.09340492095,Europe,Fluoroquinolones,Non-typhoidal Salmonella
BHUTAN,BTN,2007,Fluoroquinolones & Non-typhoidal Salmonella,52,0.00249972144,0.00014833431,0.00707554269,"Asia, Far East and Oceania",Fluoroquinolones,Non-typhoidal Salmonella
BOLIVIA (PLURINATIONAL STATE OF),BOL,2009,Aminoglycosides & E. coli,21,0.3202335279,0.2571245795,0.3840232406,Americas,Aminoglycosides,E. coli
BOLIVIA (PLURINATIONAL STATE OF),BOL,2009,Aminopenicillins & E. coli,21,0.3400010297,0.28464415120000003,0.3921725132,Americas,Aminopenicillins,E. coli
BOLIVIA (PLURINATIONAL STATE OF),BOL,2009,Fluoroquinolones & E. coli,21,0.1700005148,0.09130358801999999,0.2488161153,Americas,Fluoroquinolones,E. coli
BOLIVIA (PLURINATIONAL STATE OF),BOL,2009,Third generation cephalosporins & E. coli,21,0.01976750172,0.00150799871,0.05495992954,Americas,Third generation cephalosporins,E. coli
BOTSWANA,BWA,2003,Aminoglycosides & E. coli,15,0.009676407889999999,0.00120411695,0.057508399509999995,Africa,Aminoglycosides,E. coli
BOTSWANA,BWA,2003,Aminopenicillins & E. coli,15,0.0,1.27149e-05,0.00047651498,Africa,Aminopenicillins,E. coli
BOTSWANA,BWA,2009,Fluoroquinolones & Non-typhoidal Salmonella,54,0.0,2.160319e-05,0.00042040859,Africa,Fluoroquinolones,Non-typhoidal Salmonella
BRAZIL,BRA,2000,Aminoglycosides & E. coli,9,0.0,1.251511e-05,0.0004615194,Americas,Aminoglycosides,E. coli
BRAZIL,BRA,2000,Aminopenicillins & E. coli,9,0.2403675089,0.02359122906,0.45510784909999996,Americas,Aminopenicillins,E. coli
BRAZIL,BRA,2000,Third generation cephalosporins & E. coli,9,0.0,1.1844640000000001e-05,0.00046666432,Americas,Third generation cephalosporins,E. coli
BRAZIL,BRA,2003,Aminoglycosides & E. coli,175,0.09656322435,0.056926093379999994,0.1329131573,Americas,Aminoglycosides,E. coli
BRAZIL,BRA,2003,Aminopenicillins & E. coli,175,0.1068855001,0.06943099538,0.1465271497,Americas,Aminopenicillins,E. coli
BRAZIL,BRA,2003,Aminopenicillins with beta-lactamase inhibitors & E. coli,56,0.0,5.58867e-06,0.00018724182999999998,Americas,Aminopenicillins with beta-lactamase inhibitors,E. coli
BRAZIL,BRA,2003,Fluoroquinolones & E. coli,71,0.0,3.5554e-06,0.00016603687999999997,Americas,Fluoroquinolones,E. coli
BRAZIL,BRA,2003,Macrolides & S. aureus,33,0.04370318343,0.00265335834,0.10051515500000001,Americas,Macrolides,S. aureus
BRAZIL,BRA,2003,Third generation cephalosporins & E. coli,104,0.0,2.3282899999999997e-05,0.00017488764999999999,Americas,Third generation cephalosporins,E. coli
BRAZIL,BRA,2004,Fluoroquinolones & Non-typhoidal Salmonella,19,0.01103068181,0.00108899738,0.03179312869,Americas,Fluoroquinolones,Non-typhoidal Salmonella
BRAZIL,BRA,2005,Aminoglycosides & E. coli,445,0.2592400821,0.2286280516,0.2876582964,Americas,Aminoglycosides,E. coli
BRAZIL,BRA,2005,Aminopenicillins & E. coli,445,0.36129601800000005,0.3291834115,0.39200439080000005,Americas,Aminopenicillins,E. coli
BRAZIL,BRA,2005,Aminopenicillins with beta-lactamase inhibitors & E. coli,376,0.05805781948,0.03817039861,0.07803012902,Americas,Aminopenicillins with beta-lactamase inhibitors,E. coli
BRAZIL,BRA,2005,Fluoroquinolones & E. coli,878,0.10262118049999999,0.08442898101000001,0.12211490550000001,Americas,Fluoroquinolones,E. coli
BRAZIL,BRA,2005,Fluoroquinolones & Non-typhoidal Salmonella,98,0.0010824484099999998,8.373933999999999e-05,0.00238655734,Americas,Fluoroquinolones,Non-typhoidal Salmonella
BRAZIL,BRA,2005,Fluoroquinolones & S. aureus,90,0.0,2.79414e-05,0.00018894854,Americas,Fluoroquinolones,S. aureus
BRAZIL,BRA,2005,Macrolides & S. aureus,90,0.043865047080000004,0.0094096554,0.08292162869,Americas,Macrolides,S. aureus
BRAZIL,BRA,2005,Third generation cephalosporins & E. coli,382,0.06885348839,0.04596080853,0.09194152471,Americas,Third generation cephalosporins,E. coli
BRAZIL,BRA,2006,Fluoroquinolones & Non-typhoidal Salmonella,475,0.00485933119,0.0021301896500000002,0.00767700405,Americas,Fluoroquinolones,Non-typhoidal Salmonella
BRAZIL,BRA,2006,Fluoroquinolones & S. aureus,83,0.04668693491,0.01123760472,0.09016015058,Americas,Fluoroquinolones,S. aureus
BRAZIL,BRA,2006,Macrolides & S. aureus,84,0.27097707979999996,0.19700552859999998,0.35133103130000004,Americas,Macrolides,S. aureus
BRAZIL,BRA,2007,Aminoglycosides & E. coli,553,0.15630372780000001,0.1195268916,0.1896647767,Americas,Aminoglycosides,E. coli
BRAZIL,BRA,2007,Aminopenicillins & E. coli,223,0.2047242241,0.1447758165,0.2649748056,Americas,Aminopenicillins,E. coli
BRAZIL,BRA,2007,Aminopenicillins with beta-lactamase inhibitors & E. coli,216,0.07548293634,0.04043163903,0.1153586509,Americas,Aminopenicillins with beta-lactamase inhibitors,E. coli
BRAZIL,BRA,2007,Fluoroquinolones & E. coli,1106,0.13675002960000002,0.11574920699999999,0.16211890610000002,Americas,Fluoroquinolones,E. coli
BRAZIL,BRA,2007,Third generation cephalosporins & E. coli,546,0.03901631899,0.020753204570000003,0.05618081848,Americas,Third generation cephalosporins,E. coli
BRAZIL,BRA,2008,Fluoroquinolones & Non-typhoidal Salmonella,53,0.0,2.11287e-06,1.7019750000000003e-05,Americas,Fluoroquinolones,Non-typhoidal Salmonella
BRAZIL,BRA,2008,Macrolides & S. aureus,9,0.034169982110000004,0.00842280789,0.05014685667,Americas,Macrolides,S. aureus
BRAZIL,BRA,2009,Aminoglycosides & E. coli,120,0.3277738758,0.2664437474,0.38824297399999996,Americas,Aminoglycosides,E. coli
